,id_material,codigo_material,caracteristicas,tempo_estabilizacao,id_precedencias,fator_inc,descricao_material,unidade_material,centro trabalho
5081,5081,70004838,"{'AGL_COMPRIMENTO': '15M', 'AGL_LARGURA': '1000', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '2,8', 'AGL_REFERENCIA': '5015'}",0,[8589],[15.0],"RL CI 5015/000 1000X2,8-15M 01",ROL,CRMRLMEI
5082,5082,70004839,"{'AGL_REFERENCIA': '5057', 'AGL_COMPRIMENTO': '15M', 'AGL_LARGURA': '1000', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '2'}",0,[6966],[15.0],"RL CI 5057/000 1000X2,0-15M 01",ROL,CRMVSMRL
5083,5083,70004840,"{'AGL_ACABAMENTO': '000', 'AGL_LARGURA': '200', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '20', 'AGL_REFERENCIA': 'S112', 'AGL_COMPRIMENTO': '720'}",0,[15970],[1.0],"PL CR S112/PV1 720X200X20,0 01",PL,CRMEMBPL
5084,5084,70004841,"{'AGL_EMBALAGEM': 'RC', 'AGL_LARGURA': '1040', 'AGL_COMPRIMENTO': '1040', 'AGL_REFERENCIA': '5351', 'AGL_ESPESSURA': '2'}",0,[10378],[1.0],"PL CI 5351/000 1040X1040X2,0 RC",PL,CRMEMBPL
5085,5085,70004842,"{'AGL_EMBALAGEM': 'RC', 'AGL_LARGURA': '1040', 'AGL_COMPRIMENTO': '1040', 'AGL_REFERENCIA': '5351', 'AGL_ESPESSURA': '3'}",0,[10098],[1.0],"PL CI 5351/000 1040X1040X3,0 RC",PL,CRMEMBPL
5086,5086,70004843,"{'AGL_EMBALAGEM': 'NE', 'AGL_ALTURA': '1370', 'AGL_DIAMETRO': '990', 'AGL_REFERENCIA': '5118'}",0,[],[],CL CI 5118 1370X990 NE,CLD,CRMAGLDS
5087,5087,70004847,"{'AGL_EMBALAGEM': '5', 'AGL_COMPRIMENTO': '915', 'AGL_ESPESSURA': '4', 'AGL_LARGURA': '610', 'AGL_REFERENCIA': '8004'}",3,[5809],[1.0],"PL CC 8004/000 915X610X4,0 05",PL,CNMEMBPL
5088,5088,70004849,"{'AGL_REFERENCIA': 'GT33', 'AGL_COMPRIMENTO': '915', 'AGL_LARGURA': '915', 'AGL_ESPESSURA': '1,5', 'AGL_EMBALAGEM': 'SO'}",0,[9616],[1.0],"PL CR GT33/000 915X915X1,5 SO",PL,CRMEMBPL
5089,5089,70004850,"{'AGL_COMPRIMENTO': '10M', 'AGL_ESPESSURA': '1,8', 'AGL_LARGURA': '1000', 'AGL_REFERENCIA': '8210', 'AGL_EMBALAGEM': '29'}",3,[6732],[1.0],"RL CC 8210/000 1000X1,8-10M 29",ROL,CNMEMBMA
5090,5090,70004851,"{'AGL_REFERENCIA': '8210', 'AGL_COMPRIMENTO': '10M', 'AGL_LARGURA': '1000', 'AGL_EMBALAGEM': '24', 'AGL_ESPESSURA': '2,8'}",3,[6742],[1.0],"RL CC 8210/000 1000X2,8-10M 24",ROL,CNMEMBMA
5091,5091,70004852,"{'AGL_REFERENCIA': '8210', 'AGL_EMBALAGEM': '10', 'AGL_ESPESSURA': '3,8', 'AGL_COMPRIMENTO': '10M', 'AGL_LARGURA': '1000'}",3,[6700],[1.0],"RL CC 8210/000 1000X3,8-10M 10",ROL,CNMVSMEB
5092,5092,70004853,"{'AGL_COMPRIMENTO': '10M', 'AGL_EMBALAGEM': '32', 'AGL_REFERENCIA': '8210', 'AGL_ESPESSURA': '1,8', 'AGL_LARGURA': '1000'}",3,[6732],[1.0],"RL CC 8210/000 1000X1,8-10M 32",ROL,CNMEMBMA
5093,5093,70004855,"{'AGL_COMPRIMENTO': '1030', 'AGL_ESPESSURA': '13,0', 'AGL_LARGURA': '530', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': '00', 'AGL_ACABAMENTO': '000'}",3,[1200],[0.0625],"PL CC 8405/000 1030X530X13,0 00",PL,CNMLAMPL
5094,5094,70004857,"{'AGL_ESPESSURA': '1,8', 'AGL_ACABAMENTO': '000', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '5156', 'AGL_LARGURA': '1067'}",0,[5152],[0.0029500000000000004],"RL CI 5156/000 1067X1,8 NE",M,CRMLAMRL
5095,5095,70004858,"{'AGL_COMPRIMENTO': '915', 'AGL_EMBALAGEM': '2', 'AGL_ESPESSURA': '20', 'AGL_LARGURA': '915', 'AGL_REFERENCIA': 'CM01'}",0,[4532],[1.0],"PL CR CM01/000 915X915X20,0 02",PL,CRMEMBPL
5096,5096,70004859,"{'AGL_ESPESSURA': '8', 'AGL_REFERENCIA': '1237', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '8M', 'AGL_LARGURA': '1000'}",0,[7059],[8.0],"RL CR 1237/000 1000X8,0-8M 01",ROL,CRMRLMEI
5097,5097,70004860,"{'AGL_DIAMETRO': '990', 'AGL_REFERENCIA': '5923', 'AGL_EMBALAGEM': 'NE', 'AGL_ALTURA': '1245'}",0,[],[],CL CI 5923 1245X990 NE,CLD,CRMAGLDS
5098,5098,70004861,"{'AGL_LARGURA': '1000', 'AGL_EMBALAGEM': '4', 'AGL_ESPESSURA': '1,8', 'AGL_REFERENCIA': '5080', 'AGL_COMPRIMENTO': '15M'}",0,[7287],[1.0],"RL CI 5080/000 1000X1,8-15M 04",ROL,CNMEMBMA
5099,5099,70004862,"{'AGL_LARGURA': '1000', 'AGL_REFERENCIA': '5923', 'AGL_EMBALAGEM': '6', 'AGL_COMPRIMENTO': '15M', 'AGL_ESPESSURA': '1,6'}",0,[6934],[15.0],"RL CI 5923/000 1000X1,6-15M 06",ROL,CRMVSMRL
5100,5100,70004863,"{'AGL_COMPRIMENTO': '940', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8026', 'AGL_EMBALAGEM': 'GS', 'AGL_ESPESSURA': '6'}",3,[6060],[1.0],"PL CC 8026/000 940X640X6,0 GS",PL,CNMEMBPL
5101,5101,70004864,"{'AGL_LARGURA': '1220', 'AGL_COMPRIMENTO': '25M', 'AGL_ESPESSURA': '6', 'AGL_REFERENCIA': '8223', 'AGL_EMBALAGEM': '1'}",3,[9147],[1.0],"RL CC 8223/000 1220X6,0-25M 01",ROL,CNMVSMEB
5102,5102,70004865,"{'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': '6', 'AGL_ESPESSURA': '15', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8827', 'AGL_ACABAMENTO': 'S21'}",3,[10346],[1.0],"PL CC 8827/S21 940X640X15,0 06",PL,CNMEMBPL
5103,5103,70004866,"{'AGL_EMBALAGEM': '8', 'AGL_REFERENCIA': '8827', 'AGL_ESPESSURA': '20', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_ACABAMENTO': 'S21'}",3,[6329],[1.0],"PL CC 8827/S21 940X640X20,0 08",PL,CNMEMBPL
5104,5104,70004867,"{'AGL_ESPESSURA': '75', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': '3', 'AGL_ACABAMENTO': 'S21', 'AGL_REFERENCIA': '8827'}",3,[3352],[1.0],"PL CC 8827/S21 940X640X75,0 03",PL,CNMEMBPL
5105,5105,70004868,"{'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '5923', 'AGL_LARGURA': '650', 'AGL_COMPRIMENTO': '950', 'AGL_ACABAMENTO': '000', 'AGL_ESPESSURA': '200'}",0,[],[],BL CI 5923/000 950X650X200 NE,BL,CNMAGBL2
5106,5106,70004869,"{'AGL_ESPESSURA': '1', 'AGL_COMPRIMENTO': '940', 'AGL_LARGURA': '640', 'AGL_EMBALAGEM': '6', 'AGL_REFERENCIA': '8006'}",3,[11309],[1.0],"PL CC 8006/000 940X640X1,0 06",PL,CNMEMBPL
5107,5107,70004870,"{'AGL_ACABAMENTO': 'PV1', 'AGL_COMPRIMENTO': '200', 'AGL_ESPESSURA': '10', 'AGL_LARGURA': '125', 'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': 'S112'}",0,[10166],[1.0],"PL CR S112/PV1 200X125X10,0 01",PL,CCSEMBJT
5108,5108,70004871,"{'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '340', 'AGL_REFERENCIA': 'S112', 'AGL_ESPESSURA': '12', 'AGL_ACABAMENTO': 'PV1', 'AGL_LARGURA': '100'}",0,[9449],[1.0],"PL CR S112/PV1 340X100X12,0 01",PL,CCSEMBJT
5109,5109,70004872,"{'AGL_LARGURA': '310', 'AGL_ESPESSURA': '11', 'AGL_REFERENCIA': 'S112', 'AGL_COMPRIMENTO': '630', 'AGL_ACABAMENTO': 'PV1', 'AGL_EMBALAGEM': '1'}",0,[9448],[1.0],"PL CR S112/PV1 630X310X11,0 01",PL,CCSEMBJT
5110,5110,70004873,"{'AGL_REFERENCIA': 'S112', 'AGL_ESPESSURA': '12', 'AGL_LARGURA': '609', 'AGL_EMBALAGEM': '1', 'AGL_ACABAMENTO': 'PV1', 'AGL_COMPRIMENTO': '1219'}",0,[9447],[1.0],"PL CR S112/PV1 1219X609X12,0 01",PL,CCSEMBJT
5111,5111,70004874,"{'AGL_LARGURA': '100', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '340', 'AGL_ESPESSURA': '11', 'AGL_ACABAMENTO': 'PV1', 'AGL_REFERENCIA': 'S112'}",0,[9450],[1.0],"PL CR S112/PV1 340X100X11,0 01",PL,CCSEMBJT
5112,5112,70004875,"{'AGL_REFERENCIA': 'S112', 'AGL_COMPRIMENTO': '200', 'AGL_LARGURA': '20', 'AGL_EMBALAGEM': '1', 'AGL_ACABAMENTO': 'PV1', 'AGL_ESPESSURA': '12'}",0,[9452],[1.0],"PL CR S112/PV1 200X20X12,0 01",PL,CCSEMBJT
5113,5113,70004876,"{'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '12', 'AGL_COMPRIMENTO': '270', 'AGL_ACABAMENTO': 'PV1', 'AGL_REFERENCIA': 'S112', 'AGL_LARGURA': '100'}",0,[9451],[1.0],"PL CR S112/PV1 270X100X12,0 01",PL,CCSEMBJT
5114,5114,70004877,"{'AGL_EMBALAGEM': '1', 'AGL_ACABAMENTO': 'PV1', 'AGL_REFERENCIA': 'S112', 'AGL_LARGURA': '80', 'AGL_ESPESSURA': '10', 'AGL_COMPRIMENTO': '988'}",0,[9443],[1.0],"PL CR S112/PV1 988X80X10,0 01",PL,CCSEMBJT
5115,5115,70004878,"{'AGL_REFERENCIA': 'S112', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '930', 'AGL_ACABAMENTO': 'PV1', 'AGL_LARGURA': '80', 'AGL_ESPESSURA': '10'}",0,[9444],[1.0],"PL CR S112/PV1 930X80X10,0 01",PL,CCSEMBJT
5116,5116,70004879,"{'AGL_ESPESSURA': '10', 'AGL_REFERENCIA': 'S112', 'AGL_ACABAMENTO': 'PV1', 'AGL_LARGURA': '80', 'AGL_COMPRIMENTO': '1146', 'AGL_EMBALAGEM': '1'}",0,[9460],[1.0],"PL CR S112/PV1 1146X80X10,0 01",PL,CCSEMBJT
5117,5117,70004880,"{'AGL_COMPRIMENTO': '1075', 'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': 'S112', 'AGL_ESPESSURA': '10', 'AGL_LARGURA': '80', 'AGL_ACABAMENTO': 'PV1'}",0,[16264],[1.0],"PL CR S112/PV1 1075X80X10,0 01",PL,CCSEMBJT
5118,5118,70004882,"{'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': '8249', 'AGL_COMPRIMENTO': '10M', 'AGL_LARGURA': '990', 'AGL_ESPESSURA': '4,8'}",3,[8705],[1.0],"RL CC 8249/000 990X4,8-10M 01",ROL,CNMVSMEB
5119,5119,70004883,"{'AGL_COMPRIMENTO': '8M', 'AGL_EMBALAGEM': '1', 'AGL_LARGURA': '500', 'AGL_ESPESSURA': '4', 'AGL_REFERENCIA': '8210'}",3,[6730],[1.0],"RL CC 8210/000 500X4,0-8M 01",ROL,CNMEMBMM
5120,5120,70004886,"{'AGL_REFERENCIA': '5620', 'AGL_COMPRIMENTO': '950', 'AGL_ACABAMENTO': '000', 'AGL_LARGURA': '650', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '200'}",0,[],[],BL CI 5620/000 950X650X200 NE,BL,CNMAGBL2
5121,5121,70004887,"{'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': '5620', 'AGL_ESPESSURA': '5,8', 'AGL_LARGURA': '610', 'AGL_COMPRIMENTO': '915'}",0,[10035],[1.0],"PL CI 5620/000 915X610X5,8 01",PL,CNMEMBPL
5122,5122,70004888,"{'AGL_COMPRIMENTO': '1030', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8826', 'AGL_ESPESSURA': '210', 'AGL_ACABAMENTO': '000', 'AGL_LARGURA': '530', 'CERTIFICACAO': 'FSC MIX CREDIT'}",3,[],[],BL CC M 8826/000 1030X530X210 NE,BL,CNMAGBL3
5123,5123,70004889,"{'CERTIFICACAO': 'FSC MIX CREDIT', 'AGL_ACABAMENTO': '000', 'AGL_ESPESSURA': '1,0', 'AGL_REFERENCIA': '8826', 'AGL_COMPRIMENTO': '1030', 'AGL_LARGURA': '530', 'AGL_EMBALAGEM': '01'}",3,[6318],[1.0],"PL CC M 8826/000 1030X530X1,0 01",PL,CNMEMBPL
5124,5124,70004890,"{'AGL_COMBINACAO': 'C238', 'AGL_ESPESSURA': '4', 'AGL_LARGURA': '500', 'AGL_EMBALAGEM': '7', 'AGL_COMPRIMENTO': '500'}",0,[9377],['0001/000'],"PL ML C238/000 500X500X4,0 07",PL,CCSEBMTR
5125,5125,70004891,"{'AGL_COMPRIMENTO': '283M', 'AGL_LARGURA': '1067', 'AGL_ESPESSURA': '1,4', 'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': 'GT56'}",0,[8056],[283.0],"RL CR GT56/000 1067X1,4-283M 01",ROL,CRMRLMEI
5126,5126,70004892,"{'AGL_COMPRIMENTO': '10M', 'AGL_EMBALAGEM': '4', 'AGL_LARGURA': '1000', 'AGL_REFERENCIA': '5923', 'AGL_ESPESSURA': '1,6'}",0,[6934],[10.0],"RL CI 5923/000 1000X1,6-10M 04",ROL,CRMVSMRL
5127,5127,70004894,"{'AGL_REFERENCIA': '8580', 'AGL_LARGURA': '1040', 'AGL_COMPRIMENTO': '1040', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '1,5'}",3,[6301],[1.0],"PL CC 8580/000 1040X1040X1,5 01",PL,CNMEMBPL
5128,5128,70004895,"{'AGL_LARGURA': '915', 'AGL_REFERENCIA': 'S700', 'AGL_ESPESSURA': '7', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '915'}",0,[7001],[1.0],"PL CR S700/000 915X915X7,0 01",PL,CRMEMBPL
5129,5129,70004896,"{'AGL_REFERENCIA': '5025', 'AGL_COMPRIMENTO': '1040', 'AGL_ESPESSURA': '2', 'AGL_ACABAMENTO': 'PA1', 'AGL_LARGURA': '1040', 'AGL_EMBALAGEM': '1'}",0,[10122],[1.0],"PL CI 5025/PA1 1040X1040X2,0 01",PL,CRMEMBPL
5130,5130,70004897,"{'AGL_ACABAMENTO': 'PA1', 'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': '5025', 'AGL_ESPESSURA': '3', 'AGL_LARGURA': '1040', 'AGL_COMPRIMENTO': '1040'}",0,[10121],[1.0],"PL CI 5025/PA1 1040X1040X3,0 01",PL,CRMEMBPL
5131,5131,70004898,"{'AGL_EMBALAGEM': '1', 'AGL_ACABAMENTO': 'PA1', 'AGL_COMPRIMENTO': '1040', 'AGL_LARGURA': '1040', 'AGL_REFERENCIA': '5025', 'AGL_ESPESSURA': '4'}",0,[10120],[1.0],"PL CI 5025/PA1 1040X1040X4,0 01",PL,CRMEMBPL
5132,5132,70004899,"{'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '6', 'AGL_LARGURA': '1040', 'AGL_COMPRIMENTO': '1040', 'AGL_ACABAMENTO': 'PA1', 'AGL_REFERENCIA': '5025'}",0,[6313],[1.0],"PL CI 5025/PA1 1040X1040X6,0 01",PL,CRMEMBPL
5133,5133,70004900,"{'AGL_COMPRIMENTO': '160M', 'AGL_EMBALAGEM': '4', 'AGL_LARGURA': '1220', 'AGL_REFERENCIA': '8245', 'AGL_ESPESSURA': '1'}",3,[6901],[1.0],"RL CC 8245/000 1220X1,0-160M 04",ROL,CNMEMBRL
5134,5134,70004901,"{'AGL_COMPRIMENTO': '1000', 'AGL_ESPESSURA': '10', 'AGL_EMBALAGEM': 'SE', 'AGL_LARGURA': '1000', 'AGL_REFERENCIA': 'SP52'}",0,[7138],[1.0],"PL CR SP52/000 1000X1000X10,0 SE",PL,CRMEMBPL
5135,5135,70004902,"{'AGL_ESPESSURA': '3', 'AGL_REFERENCIA': 'P050', 'AGL_ACABAMENTO': 'S21', 'AGL_LARGURA': '710', 'AGL_COMPRIMENTO': '1270', 'AGL_EMBALAGEM': '4'}",0,[4761],[1.0],"PL CC P050/S21 1270X710X3,0 04",PL,CCSSECME
5136,5136,70004903,"{'AGL_COMPRIMENTO': '87M', 'AGL_ESPESSURA': '4', 'AGL_LARGURA': '1000', 'AGL_REFERENCIA': '5015', 'AGL_EMBALAGEM': '1'}",0,[1459],[87.0],"RL CI 5015/000 1000X4,0-87M 01",ROL,CRMRLMEI
5137,5137,70004904,"{'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '5', 'AGL_REFERENCIA': '5015', 'AGL_COMPRIMENTO': '69M', 'AGL_LARGURA': '1000'}",0,[8581],[69.0],"RL CI 5015/000 1000X5,0-69M 01",ROL,CRMRLMEI
5138,5138,70004905,"{'AGL_REFERENCIA': '8827', 'AGL_ESPESSURA': '5', 'AGL_ACABAMENTO': 'S11', 'AGL_COMPRIMENTO': '915', 'AGL_EMBALAGEM': '5', 'AGL_LARGURA': '610'}",3,[10363],[1.0],"PL CC 8827/S11 915X610X5,0 05",PL,CNMEMBPL
5139,5139,70004906,"{'AGL_EMBALAGEM': '2', 'AGL_REFERENCIA': '8003', 'AGL_ESPESSURA': '1,5', 'AGL_LARGURA': '620', 'AGL_COMPRIMENTO': '920'}",3,[5763],[1.0],"PL CC 8003/000 920X620X1,5 02",PL,CNMEMBPL
5140,5140,70004907,"{'AGL_EMBALAGEM': '11', 'AGL_COMPRIMENTO': '920', 'AGL_ESPESSURA': '3', 'AGL_REFERENCIA': '8003', 'AGL_LARGURA': '620'}",3,[5764],[1.0],"PL CC 8003/000 920X620X3,0 11",PL,CNMEMBPL
5141,5141,70004908,"{'AGL_REFERENCIA': '8003', 'AGL_LARGURA': '620', 'AGL_ESPESSURA': '9,5', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '920'}",3,[5768],[1.0],"PL CC 8003/000 920X620X9,5 01",PL,CNMEMBPL
5142,5142,70004909,"{'AGL_REFERENCIA': '8003', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '920', 'AGL_ESPESSURA': '12,5', 'AGL_LARGURA': '620'}",3,[5769],[1.0],"PL CC 8003/000 920X620X12,5 01",PL,CNMEMBPL
5143,5143,70004910,"{'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '920', 'AGL_REFERENCIA': '8003', 'AGL_LARGURA': '620', 'AGL_ESPESSURA': '19'}",3,[5770],[1.0],"PL CC 8003/000 920X620X19,0 01",PL,CNMEMBPL
5144,5144,70004911,"{'AGL_LARGURA': '620', 'AGL_REFERENCIA': '8003', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '920', 'AGL_ESPESSURA': '25'}",3,[5771],[1.0],"PL CC 8003/000 920X620X25,0 01",PL,CNMEMBPL
5145,5145,70004912,"{'AGL_LARGURA': '1220', 'AGL_EMBALAGEM': '01', 'AGL_COMPRIMENTO': '2000', 'AGL_ACABAMENTO': '000', 'AGL_COMBINACAO': 'C243', 'AGL_ESPESSURA': '6,0'}",0,[7923],['0001/000'],"PL ML C243/000 940X320X6,0 01",PL,CNMSHT02
5146,5146,70004913,"{'AGL_EMBALAGEM': '8', 'AGL_COMPRIMENTO': '10M', 'AGL_ESPESSURA': '2,8', 'AGL_REFERENCIA': '8210', 'AGL_LARGURA': '1000'}",3,[6742],[1.0],"RL CC 8210/000 1000X2,8-10M 08",ROL,CNMEMBMA
5147,5147,70004914,"{'AGL_ESPESSURA': '6', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8240', 'AGL_LARGURA': '1220'}",3,[3298],[0.00667],"RL CC 8240/000 1220X6,0 NE",M,CNMLAMRL
5148,5148,70004915,"{'AGL_EMBALAGEM': '9', 'AGL_COMPRIMENTO': '915', 'AGL_ESPESSURA': '6', 'AGL_REFERENCIA': '8002', 'AGL_LARGURA': '610'}",3,[5743],[1.0],"PL CC 8002/000 915X610X6,0 09",PL,CNMEMBPL
5149,5149,70004916,"{'AGL_REFERENCIA': '8002', 'AGL_COMPRIMENTO': '915', 'AGL_LARGURA': '610', 'AGL_ESPESSURA': '12', 'AGL_EMBALAGEM': '28'}",3,[5749],[1.0],"PL CC 8002/000 915X610X12,0 28",PL,CNMEMBPL
5150,5150,70004917,"{'AGL_ESPESSURA': '12', 'AGL_LARGURA': '610', 'AGL_REFERENCIA': '8781', 'AGL_COMPRIMENTO': '915', 'AGL_EMBALAGEM': '8'}",0,[10512],[1.0],"PL CC 8781/000 915X610X12,0 08",PL,CNMEMBPL
5151,5151,70004918,"{'AGL_ESPESSURA': '20', 'AGL_COMPRIMENTO': '915', 'AGL_REFERENCIA': '8781', 'AGL_EMBALAGEM': '10', 'AGL_LARGURA': '610'}",0,[10510],[1.0],"PL CC 8781/000 915X610X20,0 10",PL,CNMEMBPL
5152,5152,70004920,"{'AGL_DIAMETRO': '950', 'AGL_ALTURA': '1067', 'AGL_REFERENCIA': '5156', 'AGL_EMBALAGEM': 'NE'}",0,[],[],CL CI 5156 1067X950 NE,CLD,CRMAGLEC
5153,5153,70004921,"{'AGL_DIAMETRO': '990', 'AGL_ALTURA': '1067', 'AGL_REFERENCIA': '5156', 'AGL_EMBALAGEM': 'NE'}",0,[],[],CL CI 5156 1067X990 NE,CLD,CRMAGLDS
5154,5154,70004922,"{'AGL_ESPESSURA': '5', 'AGL_REFERENCIA': '8004', 'AGL_EMBALAGEM': '17', 'AGL_COMPRIMENTO': '915', 'AGL_LARGURA': '610'}",3,[5812],[1.0],"PL CC 8004/000 915X610X5,0 17",PL,CNMEMBPL
5155,5155,70004923,"{'AGL_COMPRIMENTO': '915', 'AGL_REFERENCIA': '8002', 'AGL_LARGURA': '610', 'AGL_ESPESSURA': '3,8', 'AGL_EMBALAGEM': '2'}",3,[5731],[1.0],"PL CC 8002/000 915X610X3,8 02",PL,CNMEMBPL
5156,5156,70004924,"{'AGL_REFERENCIA': '8002', 'AGL_LARGURA': '610', 'AGL_COMPRIMENTO': '915', 'AGL_ESPESSURA': '5,8', 'AGL_EMBALAGEM': '2'}",3,[5733],[1.0],"PL CC 8002/000 915X610X5,8 02",PL,CNMEMBPL
5157,5157,70004925,"{'AGL_COMPRIMENTO': '915', 'AGL_LARGURA': '610', 'AGL_EMBALAGEM': '2', 'AGL_ESPESSURA': '9,8', 'AGL_REFERENCIA': '8002'}",3,[5746],[1.0],"PL CC 8002/000 915X610X9,8 02",PL,CNMEMBPL
5158,5158,70004926,"{'AGL_EMBALAGEM': '4', 'AGL_ESPESSURA': '10', 'AGL_COMPRIMENTO': '1000', 'AGL_LARGURA': '500', 'AGL_REFERENCIA': '8026'}",3,[5835],[1.0],"PL CC 8026/000 1000X500X10,0 04",PL,CNMEMBPL
5159,5159,70004927,"{'AGL_COMPRIMENTO': '1000', 'AGL_ESPESSURA': '5', 'AGL_REFERENCIA': '8026', 'AGL_LARGURA': '500', 'AGL_EMBALAGEM': '1'}",3,[5833],[1.0],"PL CC 8026/000 1000X500X5,0 01",PL,CNMEMBPL
5160,5160,70004929,"{'AGL_COMPRIMENTO': '21M', 'AGL_ESPESSURA': '7', 'AGL_REFERENCIA': '8244', 'AGL_LARGURA': '1220', 'AGL_EMBALAGEM': '1'}",3,[8970],[1.0],"RL CC 8244/000 1220X7,0-21M 01",ROL,CNMEMBRL
5161,5161,70004931,"{'AGL_ESPESSURA': '15', 'AGL_LARGURA': '1000', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8244'}",3,[3195],[0.016666666666666666],"RL CC 8244/000 1000X15,0 NE",M,CNMLAMRL
5162,5162,70004932,"{'AGL_LARGURA': '1000', 'AGL_ESPESSURA': '1,8', 'AGL_EMBALAGEM': '30', 'AGL_REFERENCIA': '8210', 'AGL_COMPRIMENTO': '10M'}",3,[6732],[1.0],"RL CC 8210/000 1000X1,8-10M 30",ROL,CNMEMBMA
5163,5163,70004933,"{'AGL_EMBALAGEM': '1', 'AGL_LARGURA': '1000', 'AGL_COMPRIMENTO': '450M', 'AGL_ESPESSURA': '2', 'AGL_REFERENCIA': '8223'}",3,[4968],[1.0],"RL CC 8223/000 1000X2,0-450M 01",ROL,CNMLAMRL
5164,5164,70004935,"{'AGL_ESPESSURA': '2', 'AGL_REFERENCIA': '5351', 'AGL_COMPRIMENTO': '1040', 'AGL_LARGURA': '1040', 'AGL_EMBALAGEM': '3'}",0,[10378],[1.0],"PL CI 5351/000 1040X1040X2,0 03",PL,CRMEMBPL
5165,5165,70004936,"{'AGL_COMPRIMENTO': '1040', 'AGL_ESPESSURA': '3', 'AGL_REFERENCIA': '5351', 'AGL_EMBALAGEM': '4', 'AGL_LARGURA': '1040'}",0,[10098],[1.0],"PL CI 5351/000 1040X1040X3,0 04",PL,CRMEMBPL
5166,5166,70004937,"{'AGL_EMBALAGEM': '33', 'AGL_REFERENCIA': '8210', 'AGL_LARGURA': '1000', 'AGL_COMPRIMENTO': '10M', 'AGL_ESPESSURA': '1,8'}",3,[6732],[1.0],"RL CC 8210/000 1000X1,8-10M 33",ROL,CNMEMBMA
5167,5167,70004938,"{'AGL_ESPESSURA': '1,8', 'AGL_REFERENCIA': '5080', 'AGL_COMPRIMENTO': '15M', 'AGL_LARGURA': '1000', 'AGL_EMBALAGEM': '8'}",0,[7287],[1.0],"RL CI 5080/000 1000X1,8-15M 08",ROL,CNMEMBMA
5168,5168,70004939,"{'AGL_REFERENCIA': '5080', 'AGL_EMBALAGEM': '1', 'AGL_LARGURA': '1000', 'AGL_ESPESSURA': '2,8', 'AGL_COMPRIMENTO': '15M'}",0,[7105],[1.0],"RL CI 5080/000 1000X2,8-15M 01",ROL,CNMVSMEB
5169,5169,70004940,"{'AGL_ESPESSURA': '200', 'AGL_LARGURA': '650', 'AGL_COMPRIMENTO': '950', 'AGL_REFERENCIA': '9426', 'AGL_ACABAMENTO': '000', 'AGL_EMBALAGEM': '03'}",7,[3285],[1.0],BL CC 9426/000 950x650X200 03,BL,CNMEMBIN
5170,5170,70004941,"{'AGL_COMPRIMENTO': '915', 'AGL_REFERENCIA': '8002', 'AGL_LARGURA': '610', 'AGL_EMBALAGEM': '19', 'AGL_ESPESSURA': '20'}",3,[5754],[1.0],"PL CC 8002/000 915X610X20,0 19",PL,CNMEMBPL
5171,5171,70004942,"{'AGL_REFERENCIA': '8246', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '1,2', 'AGL_LARGURA': '1000'}",3,[4146],[0.001333],"RL CC 8246/000 1000X1,2 NE",M,CNMLAMRL
