,id_material,codigo_material,caracteristicas,tempo_estabilizacao,id_precedencias,fator_inc,descricao_material,unidade_material,centro trabalho
5172,5172,70004943,"{'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '15M', 'AGL_REFERENCIA': '5700', 'AGL_LARGURA': '1250', 'AGL_ESPESSURA': '10'}",0,[8376],[15.0],"RL CI 5700/000 1250X10,0-15M 01",ROL,CRMRLMEI
5173,5173,70004944,"{'AGL_COMPRIMENTO': '10M', 'AGL_LARGURA': '1000', 'AGL_EMBALAGEM': '3', 'AGL_ESPESSURA': '4,8', 'AGL_REFERENCIA': '8210'}",3,[6703],[1.0],"RL CC 8210/000 1000X4,8-10M 03",ROL,CNMVSMEB
5174,5174,70004945,"{'AGL_REFERENCIA': '8210', 'AGL_LARGURA': '1000', 'AGL_ESPESSURA': '5,8', 'AGL_EMBALAGEM': '6', 'AGL_COMPRIMENTO': '10M'}",3,[6706],[1.0],"RL CC 8210/000 1000X5,8-10M 06",ROL,CNMVSMEB
5175,5175,70004946,"{'AGL_ESPESSURA': '2,5', 'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': '8223', 'AGL_LARGURA': '1010', 'AGL_COMPRIMENTO': '180M'}",3,[4968],[0.5],"RL CC 8223/000 1010X2,5-180M 01",ROL,CNMLAMRL
5176,5176,70004947,"{'AGL_REFERENCIA': '8004', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'EX', 'AGL_ESPESSURA': '15'}",3,[4787],[1.0],"PL CC 8004/000 940X640X15,0 EX",PL,CNMEMBPL
5177,5177,70004948,"{'AGL_EMBALAGEM': 'EX', 'AGL_LARGURA': '640', 'AGL_ESPESSURA': '20', 'AGL_REFERENCIA': '8004', 'AGL_COMPRIMENTO': '940'}",3,[11450],[1.0],"PL CC 8004/000 940X640X20,0 EX",PL,CNMEMBPL
5178,5178,70004949,"{'AGL_REFERENCIA': '8210', 'AGL_EMBALAGEM': 'EX', 'AGL_COMPRIMENTO': '10M', 'AGL_ESPESSURA': '2', 'AGL_LARGURA': '1000'}",3,[6740],[1.0],"RL CC 8210/000 1000X2,0-10M EX",ROL,CNMEMBMA
5179,5179,70004950,"{'AGL_ESPESSURA': '3', 'AGL_COMPRIMENTO': '15M', 'AGL_LARGURA': '1000', 'AGL_REFERENCIA': '5057', 'AGL_EMBALAGEM': 'CV'}",0,[6631],[15.0],"RL CI 5057/000 1000X3,0-15M CV",ROL,CRMVSMRL
5180,5180,70004951,"{'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_ESPESSURA': '20', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'EX'}",3,[10861],[1.0],"PL CC 8405/000 940X640X20,0 EX",PL,CNMEMBPL
5181,5181,70004952,"{'AGL_EMBALAGEM': 'EX', 'AGL_COMPRIMENTO': '940', 'AGL_LARGURA': '640', 'AGL_ESPESSURA': '1', 'AGL_REFERENCIA': '8405'}",3,[654],[1.0],"PL CC 8405/000 940X640X1,0 EX",PL,CNMEMBPL
5182,5182,70004953,"{'AGL_EMBALAGEM': 'EX', 'AGL_COMPRIMENTO': '940', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '2'}",3,[657],[1.0],"PL CC 8405/000 940X640X2,0 EX",PL,CNMEMBPL
5183,5183,70004954,"{'AGL_ESPESSURA': '3', 'AGL_EMBALAGEM': 'EX', 'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940'}",3,[656],[1.0],"PL CC 8405/000 940X640X3,0 EX",PL,CNMEMBPL
5184,5184,70004955,"{'AGL_ESPESSURA': '4', 'AGL_COMPRIMENTO': '940', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'EX', 'AGL_LARGURA': '640'}",3,[4041],[1.0],"PL CC 8405/000 940X640X4,0 EX",PL,CNMEMBPL
5185,5185,70004956,"{'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '5', 'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'EX', 'AGL_LARGURA': '640'}",3,[4042],[1.0],"PL CC 8405/000 940X640X5,0 EX",PL,CNMEMBPL
5186,5186,70004957,"{'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_ESPESSURA': '7', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'EX'}",3,[653],[1.0],"PL CC 8405/000 940X640X7,0 EX",PL,CNMEMBPL
5187,5187,70004958,"{'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'EX', 'AGL_ESPESSURA': '10', 'AGL_COMPRIMENTO': '940'}",3,[602],[1.0],"PL CC 8405/000 940X640X10,0 EX",PL,CNMEMBPL
5188,5188,70004959,"{'AGL_EMBALAGEM': 'EX', 'AGL_ESPESSURA': '12', 'AGL_COMPRIMENTO': '940', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405'}",3,[10868],[1.0],"PL CC 8405/000 940X640X12,0 EX",PL,CNMEMBPL
5189,5189,70004960,"{'AGL_LARGURA': '640', 'AGL_EMBALAGEM': 'EX', 'AGL_ESPESSURA': '15', 'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '940'}",3,[10851],[1.0],"PL CC 8405/000 940X640X15,0 EX",PL,CNMEMBPL
5190,5190,70004961,"{'AGL_EMBALAGEM': 'EX', 'AGL_ESPESSURA': '25', 'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '940', 'AGL_LARGURA': '640'}",3,[6225],[1.0],"PL CC 8405/000 940X640X25,0 EX",PL,CNMEMBPL
5191,5191,70004962,"{'AGL_ESPESSURA': '30', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'EX', 'AGL_COMPRIMENTO': '940', 'AGL_LARGURA': '640'}",3,[6243],[1.0],"PL CC 8405/000 940X640X30,0 EX",PL,CNMEMBPL
5192,5192,70004963,"{'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'EX', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '35', 'AGL_LARGURA': '640'}",3,[10788],[1.0],"PL CC 8405/000 940X640X35,0 EX",PL,CNMEMBPL
5193,5193,70004964,"{'AGL_REFERENCIA': '5154', 'AGL_COMPRIMENTO': '50M', 'AGL_ESPESSURA': '2', 'AGL_LARGURA': '1245', 'AGL_EMBALAGEM': '1'}",0,[6633],[50.0],"RL CI 5154/000 1245X2,0-50M 01",ROL,CRMRLMEI
5194,5194,70004965,"{'AGL_COMPRIMENTO': '25M', 'AGL_REFERENCIA': '5154', 'AGL_ESPESSURA': '6', 'AGL_EMBALAGEM': '1', 'AGL_LARGURA': '1245'}",0,[8479],[25.0],"RL CI 5154/000 1245X6,0-25M 01",ROL,CRMRLMEI
5195,5195,70004966,"{'AGL_LARGURA': '1245', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '50M', 'AGL_REFERENCIA': '5154', 'AGL_ESPESSURA': '4'}",0,[7700],[50.0],"RL CI 5154/000 1245X4,0-50M 01",ROL,CRMRLMEI
5196,5196,70004967,"{'AGL_REFERENCIA': '5185', 'AGL_COMPRIMENTO': '10M', 'AGL_EMBALAGEM': '1', 'AGL_LARGURA': '1000', 'AGL_ESPESSURA': '3'}",0,[8464],[10.0],"RL CI 5185/000 1000X3,0-10M 01",ROL,CRMRLMEI
5197,5197,70004968,"{'AGL_LARGURA': '500', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '1000', 'AGL_ESPESSURA': '50', 'AGL_REFERENCIA': '8820'}",3,[10485],[1.0],"PL CC 8820/000 1000X500X50,0 01",PL,CNMEMBPL
5198,5198,70004969,"{'AGL_EMBALAGEM': '1', 'AGL_LARGURA': '1000', 'AGL_REFERENCIA': '8210', 'AGL_COMPRIMENTO': '5M', 'AGL_ESPESSURA': '8'}",3,[9201],[1.0],"RL CC 8210/000 1000X8,0-5M 01",ROL,CNMEMBRL
5199,5199,70004970,"{'AGL_LARGURA': '1000', 'AGL_ESPESSURA': '8', 'AGL_REFERENCIA': '8210', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '10M'}",3,[9200],[1.0],"RL CC 8210/000 1000X8,0-10M 01",ROL,CNMEMBRL
5200,5200,70004971,"{'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '10', 'AGL_REFERENCIA': '8210', 'AGL_COMPRIMENTO': '5M', 'AGL_LARGURA': '1000'}",3,[9224],[1.0],"RL CC 8210/000 1000X10,0-5M 01",ROL,CNMEMBRL
5201,5201,70004972,"{'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '10', 'AGL_LARGURA': '1000', 'AGL_COMPRIMENTO': '10M', 'AGL_REFERENCIA': '8210'}",3,[6709],[1.0],"RL CC 8210/000 1000X10,0-10M 01",ROL,CNMEMBRL
5202,5202,70004973,"{'AGL_REFERENCIA': '5185', 'AGL_LARGURA': '1000', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '2', 'AGL_COMPRIMENTO': '15M'}",0,[8465],[1.0],"RL CI 5185/000 1000X2,0-15M 01",ROL,CNMEMBMA
5203,5203,70004974,"{'AGL_COMPRIMENTO': '10M', 'AGL_REFERENCIA': '5185', 'AGL_ESPESSURA': '4', 'AGL_EMBALAGEM': '1', 'AGL_LARGURA': '1000'}",0,[8463],[1.0],"RL CI 5185/000 1000X4,0-10M 01",ROL,CNMVSMEB
5204,5204,70004975,"{'AGL_COMPRIMENTO': '5M', 'AGL_REFERENCIA': '5185', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '6', 'AGL_LARGURA': '1000'}",0,[8461],[1.0],"RL CI 5185/000 1000X6,0-5M 01",ROL,CNMVSMEB
5205,5205,70004976,"{'AGL_ACABAMENTO': '000', 'AGL_EMBALAGEM': '01', 'AGL_LARGURA': '1220', 'CERTIFICACAO': 'FSC MIX CREDIT', 'AGL_REFERENCIA': '8231', 'AGL_COMPRIMENTO': '2440', 'AGL_ESPESSURA': '2,6'}",3,[8629],[2.465],"PL CC M 8231/000 2440X1220X2,6 01",PL,CNMSHT01
5206,5206,70004977,"{'AGL_EMBALAGEM': '2', 'AGL_ACABAMENTO': 'PA1', 'AGL_COMPRIMENTO': '1040', 'AGL_ESPESSURA': '4', 'AGL_LARGURA': '1040', 'AGL_REFERENCIA': '5025'}",0,[10120],[1.0],"PL CI 5025/PA1 1040X1040X4,0 02",PL,CRMEMBPL
5207,5207,70004978,"{'AGL_REFERENCIA': '5025', 'AGL_ESPESSURA': '6', 'AGL_EMBALAGEM': '2', 'AGL_LARGURA': '1040', 'AGL_ACABAMENTO': 'PA1', 'AGL_COMPRIMENTO': '1040'}",0,[6313],[1.0],"PL CI 5025/PA1 1040X1040X6,0 02",PL,CRMEMBPL
5208,5208,70004979,"{'AGL_COMPRIMENTO': '1270', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '20', 'AGL_LARGURA': '1040', 'AGL_REFERENCIA': '6400'}",0,[1369],[0.14286000000000001],"PL CR 6400/000 1270X1040X20,0 NE",PL,CRMLAMPL
5209,5209,70004980,"{'AGL_EMBALAGEM': '2', 'AGL_REFERENCIA': '5608', 'AGL_COMPRIMENTO': '915', 'AGL_LARGURA': '610', 'AGL_ESPESSURA': '5,8'}",5,[6984],[1.0],"PL CI 5608/000 915X610X5,8 02",PL,CNMEMBPL
5210,5210,70004981,"{'AGL_ESPESSURA': '6', 'AGL_COMPRIMENTO': '1270', 'AGL_EMBALAGEM': '1', 'AGL_LARGURA': '1040', 'AGL_REFERENCIA': 'S112'}",0,[7171],[1.0],"PL CR S112/000 1270X1040X6,0 01",PL,CRMEMBPL
5211,5211,70004982,"{'AGL_ESPESSURA': '3', 'AGL_REFERENCIA': '8026', 'AGL_EMBALAGEM': 'GS', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940'}",3,[11271],[1.0],"PL CC 8026/000 940X640X3,0 GS",PL,CNMEMBPL
5212,5212,70004983,"{'AGL_REFERENCIA': '8026', 'AGL_EMBALAGEM': 'GS', 'AGL_LARGURA': '640', 'AGL_ESPESSURA': '8', 'AGL_COMPRIMENTO': '940'}",3,[11268],[1.0],"PL CC 8026/000 940X640X8,0 GS",PL,CNMEMBPL
5213,5213,70004984,"{'AGL_REFERENCIA': '8026', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_ESPESSURA': '10', 'AGL_EMBALAGEM': 'GS'}",3,[11273],[1.0],"PL CC 8026/000 940X640X10,0 GS",PL,CNMEMBPL
5214,5214,70004985,"{'AGL_REFERENCIA': '8217', 'AGL_COMPRIMENTO': '256M', 'AGL_ESPESSURA': '0,5', 'AGL_EMBALAGEM': '3', 'AGL_LARGURA': '1400'}",3,[7257],['0000/001'],"RL CC 8217/000 1400X0,5-256M 03",ROL,CNMEMBRL
5215,5215,70004986,"{'AGL_COMPRIMENTO': '10M', 'AGL_ESPESSURA': '4', 'AGL_EMBALAGEM': '6', 'AGL_LARGURA': '1000', 'AGL_REFERENCIA': '8210'}",3,[6701],[1.0],"RL CC 8210/000 1000X4,0-10M 06",ROL,CNMVSMEB
5216,5216,70004987,"{'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': '9426', 'AGL_ESPESSURA': '10', 'AGL_ACABAMENTO': '000', 'AGL_LARGURA': '650', 'AGL_COMPRIMENTO': '950'}",7,[10276],[1.0],"PL CC 9426/000 940X640X10,0 01",PL,CNMEMBPL
5217,5217,70004988,"{'AGL_EMBALAGEM': '01', 'AGL_LARGURA': '650', 'AGL_REFERENCIA': 'T502', 'AGL_COMPRIMENTO': '950', 'AGL_ESPESSURA': '200', 'AGL_ACABAMENTO': '000'}",0,[4947],[1.0],BL CR T502/000 950X650X200 01,BL,CRMEMBIN
5218,5218,70004989,"{'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '35', 'AGL_COMPRIMENTO': '644', 'AGL_REFERENCIA': 'S112', 'AGL_LARGURA': '200'}",0,[15992],[1.0],"PL CR S112/000 644X200X35,0 01",PL,CRMEMBPL
5219,5219,70004990,"{'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': 'S112', 'AGL_ESPESSURA': '35', 'AGL_LARGURA': '100', 'AGL_COMPRIMENTO': '450'}",0,[15993],[1.0],"PL CR S112/000 450X100X35,0 01",PL,CRMEMBPL
5220,5220,70004992,"{'AGL_ESPESSURA': '5', 'AGL_LARGURA': '550', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '1100', 'AGL_REFERENCIA': 'VC03'}",0,[9412],[1.0],"PL CR VC03/000 1100X550X5,0 NE",PL,CRMPRVUL
5221,5221,70004993,"{'AGL_EMBALAGEM': '2', 'AGL_REFERENCIA': '8403', 'AGL_COMPRIMENTO': '915', 'AGL_ESPESSURA': '11,7', 'AGL_LARGURA': '610'}",3,[5949],[1.0],"PL CC 8403/000 915X610X11,7 02",PL,CNMEMBPL
5222,5222,70004994,"{'AGL_COMPRIMENTO': '915', 'AGL_LARGURA': '610', 'AGL_REFERENCIA': '8403', 'AGL_ESPESSURA': '5,8', 'AGL_EMBALAGEM': '6'}",3,"[14075, 5948]","[1.0, 1.0]","PL CC 8403/000 915X610X5,8 06",PL,CNMEMBPL
5223,5223,70004995,"{'AGL_LARGURA': '1250', 'AGL_EMBALAGEM': '2', 'AGL_ESPESSURA': '3', 'AGL_REFERENCIA': '5057', 'AGL_COMPRIMENTO': '2500'}",0,[8517],[2.5],"PL CI 5057/000 2500X1250X3,0 02",PL,CRMRLMEI
5224,5224,70004996,"{'AGL_COMPRIMENTO': '2510', 'AGL_REFERENCIA': '5700', 'AGL_EMBALAGEM': '2', 'AGL_LARGURA': '1260', 'AGL_ESPESSURA': '4'}",0,[8368],[2.51],"PL CI 5700/000 2510X1260X4,0 02",PL,CRMRLMEI
5225,5225,70004998,"{'AGL_ACABAMENTO': 'S22', 'AGL_ESPESSURA': '1,7', 'AGL_REFERENCIA': '94', 'AGL_LARGURA': '2080', 'AGL_COMPRIMENTO': '2630'}",0,[11747],[1.0],"PL CC 0094/S22 2630X2080X1,7 00",PL,CHCEMBAL
5226,5226,70004999,"{'AGL_COMPRIMENTO': '350M', 'AGL_LARGURA': '1915', 'AGL_ESPESSURA': '1,2', 'AGL_ACABAMENTO': 'S21', 'AGL_REFERENCIA': '62'}",0,[9272],[350.0],"RL CC 0062/S21 1915X1,2-350M 00",ROL,CHCEMBAL
5227,5227,70005003,"{'AGL_ESPESSURA': '1,2', 'AGL_ACABAMENTO': 'S22', 'AGL_COMPRIMENTO': '3100', 'AGL_LARGURA': '1220', 'AGL_REFERENCIA': '94'}",0,[10305],[1.0],"PL CC 0094/S22 3100X1220X1,2 00",PL,CHCEMBAL
5228,5228,70005004,"{'AGL_ESPESSURA': '1,2', 'AGL_LARGURA': '1220', 'AGL_ACABAMENTO': 'S22', 'AGL_REFERENCIA': '94', 'AGL_COMPRIMENTO': '2500'}",0,[11748],[1.0],"PL CC 0094/S22 2500X1220X1,2 00",PL,CHCEMBAL
5229,5229,70005010,"{'AGL_COMPRIMENTO': '1850', 'AGL_ACABAMENTO': 'S21', 'AGL_REFERENCIA': '62', 'AGL_ESPESSURA': '2', 'AGL_LARGURA': '940'}",0,[11767],[1.0],"PL CC 0062/S21 1850X940X2,0 00",PL,CHCEMBAL
5230,5230,70005013,"{'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '2000', 'AGL_LARGURA': '900', 'AGL_REFERENCIA': '86', 'AGL_ESPESSURA': '8,4'}",0,[],[],"PL CC 0086/000 2000X900X8,4 NE",PL,CHCMISTU
5231,5231,70005014,"{'AGL_LARGURA': '2080', 'AGL_ACABAMENTO': 'S11', 'AGL_REFERENCIA': '52', 'AGL_ESPESSURA': '0,9', 'AGL_COMPRIMENTO': '750M', 'AGL_EMBALAGEM': 'EG', 'CERTIFICACAO': 'PEFC'}",0,[8621],[750.0],"RL CC P 0052/S11 2080X0,9-750M EG",ROL,CHCEMBAL
5232,5232,70005015,"{'CERTIFICACAO': 'PEFC', 'AGL_ESPESSURA': '1,2', 'AGL_ACABAMENTO': 'S21', 'AGL_COMPRIMENTO': '2620', 'AGL_REFERENCIA': '94', 'AGL_LARGURA': '2070'}",0,[10209],[1.0],"PL CC P 0094/S21 2620X2070X1,2 00",PL,CHCEMBAL
5233,5233,70005016,"{'AGL_ESPESSURA': '1', 'AGL_COMPRIMENTO': '2620', 'AGL_REFERENCIA': '52', 'CERTIFICACAO': 'PEFC', 'AGL_LARGURA': '2085'}",0,[10215],[1.0],"PL CC P 0052/000 2620X2085X1,0 00",PL,CHCEMBAL
5234,5234,70005017,"{'AGL_COMPRIMENTO': '2000', 'AGL_ACABAMENTO': '2SK', 'AGL_REFERENCIA': '84', 'AGL_ESPESSURA': '8', 'AGL_LARGURA': '900'}",0,[11759],[1.0],"PL CC 0084/2SK 2000X900X8,0 00",PL,CHCEMBAL
5235,5235,70005020,"{'AGL_COMPRIMENTO': '1830', 'AGL_REFERENCIA': '84', 'AGL_ACABAMENTO': 'S22', 'AGL_EMBALAGEM': 'LI', 'AGL_LARGURA': '635', 'AGL_ESPESSURA': '3,1'}",0,[11763],[1.0],"PL CC 0084/S22 1830X635X3,1 LI",PL,CHCEMBAL
5236,5236,70005021,"{'AGL_ACABAMENTO': 'S22', 'AGL_EMBALAGEM': 'LI', 'AGL_ESPESSURA': '3,1', 'AGL_REFERENCIA': '84', 'AGL_COMPRIMENTO': '1250', 'AGL_LARGURA': '635'}",0,[11764],[1.0],"PL CC 0084/S22 1250X635X3,1 LI",PL,CHCEMBAL
5237,5237,70005022,"{'AGL_LARGURA': '1246', 'AGL_ESPESSURA': '1,0', 'CERTIFICACAO': 'FSC MIX CREDIT', 'AGL_EMBALAGEM': '01', 'AGL_ACABAMENTO': '000', 'AGL_COMPRIMENTO': '450M', 'AGL_REFERENCIA': '52'}",0,[8632],[450.0],"RL CC M 0052/000 1246X1,0-450M 01",ROL,CHCEMBAL
5238,5238,70005024,"{'AGL_REFERENCIA': '94', 'AGL_EMBALAGEM': '01', 'AGL_LARGURA': '1220', 'AGL_ESPESSURA': '1,2', 'AGL_ACABAMENTO': 'S22', 'AGL_COMPRIMENTO': '3100'}",0,[10305],[1.0],"PL CC 0094/S22 3100X1220X1,2 01",PL,CHCEMBAL
5239,5239,70005026,"{'AGL_REFERENCIA': '94', 'AGL_ACABAMENTO': 'S22', 'AGL_LARGURA': '2080', 'AGL_EMBALAGEM': '01', 'AGL_ESPESSURA': '1,2', 'AGL_COMPRIMENTO': '600M', 'CERTIFICACAO': 'PEFC'}",0,[8607],[600.0],"RL CC P 0094/S22 2080X1,2-600M 01",ROL,CHCEMBAL
5240,5240,70005028,"{'AGL_LARGURA': '2070', 'AGL_REFERENCIA': '94', 'CERTIFICACAO': 'PEFC', 'AGL_COMPRIMENTO': '2620', 'AGL_ESPESSURA': '1,2'}",0,[10210],[1.0],"PL CC P 0094/000 2620X2070X1,2 00",PL,CHCEMBAL
5241,5241,70005030,"{'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '1,2', 'AGL_LARGURA': '627', 'AGL_ACABAMENTO': 'S22', 'AGL_COMPRIMENTO': '1230', 'AGL_REFERENCIA': '84'}",0,[12605],[1.0],"PL CC 0084/S22 1230X627X1,2 01",PL,CHCEMBAL
5242,5242,70005032,"{'AGL_LARGURA': '1890', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '270M', 'AGL_REFERENCIA': '94', 'AGL_ESPESSURA': '1,5'}",0,[9265],[270.0],"RL CC 0094/000 1890X1,5-270M 01",ROL,CHCEMBAL
5243,5243,70005033,"{'AGL_ACABAMENTO': 'S13', 'AGL_EMBALAGEM': '01', 'AGL_ESPESSURA': '1', 'AGL_LARGURA': '1996', 'AGL_COMPRIMENTO': '340M', 'AGL_REFERENCIA': '52'}",0,[9282],[340.0],"RL CC 0052/S13 1996X1,0-340M 01",ROL,CHCEMBAL
5244,5244,70005035,"{'AGL_COMPRIMENTO': '2170', 'AGL_LARGURA': '1268', 'CERTIFICACAO': 'PEFC', 'AGL_ESPESSURA': '1,1', 'AGL_REFERENCIA': '94'}",0,[10211],[1.0],"PL CC P 0094/000 2170X1268X1,1 00",PL,CHCEMBAL
5245,5245,70005038,"{'AGL_REFERENCIA': '9426', 'AGL_ACABAMENTO': 'S11', 'AGL_COMPRIMENTO': '950', 'AGL_ESPESSURA': '5', 'AGL_LARGURA': '650', 'AGL_EMBALAGEM': '1'}",7,[10260],[1.0],"PL CC 9426/S11 940X640X5,0 01",PL,CNMEMBPL
5246,5246,70005039,"{'AGL_ACABAMENTO': 'PA1', 'AGL_REFERENCIA': '1237', 'AGL_COMPRIMENTO': '22M', 'AGL_ESPESSURA': '3', 'AGL_LARGURA': '1220', 'AGL_EMBALAGEM': '1'}",0,[8133],[22.0],"RL CR 1237/PA1 1220X3,0-22M 01",ROL,CRMRLMEI
5247,5247,70005040,"{'AGL_LARGURA': '1250', 'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': '5015', 'AGL_COMPRIMENTO': '2500', 'AGL_ACABAMENTO': 'PM2', 'AGL_ESPESSURA': '4'}",0,[8572],[2.5],"PL CI 5015/PM2 2500X1250X4,0 01",PL,CRMRLMEI
5248,5248,70005041,"{'AGL_ESPESSURA': '10', 'AGL_EMBALAGEM': '2', 'AGL_LARGURA': '915', 'AGL_COMPRIMENTO': '915', 'AGL_REFERENCIA': 'CM01'}",0,[4117],[1.0],"PL CR CM01/000 915X915X10,0 02",PL,CRMEMBPL
5249,5249,70005042,"{'AGL_LARGURA': '1250', 'AGL_REFERENCIA': '5017', 'AGL_ESPESSURA': '6', 'AGL_EMBALAGEM': '1', 'AGL_ACABAMENTO': 'PM2', 'AGL_COMPRIMENTO': '2500'}",0,[8546],[2.5],"PL CI 5017/PM2 2500X1250X6,0 01",PL,CRMEMBPL
5250,5250,70005043,"{'AGL_LARGURA': '1250', 'AGL_ACABAMENTO': 'PM2', 'AGL_COMPRIMENTO': '2500', 'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': '8245', 'AGL_ESPESSURA': '6'}",3,[8741],[2.5253],"PL CC 8245/PM2 2500X1250X6,0 01",PL,CNMSHT01
5251,5251,70005044,"{'AGL_REFERENCIA': '5015', 'AGL_ACABAMENTO': 'PM2', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '6', 'AGL_COMPRIMENTO': '2500', 'AGL_LARGURA': '1250'}",0,[8571],[2.5],"PL CI 5015/PM2 2500X1250X6,0 01",PL,CRMEMBPL
5252,5252,70005045,"{'AGL_EMBALAGEM': '1', 'AGL_ACABAMENTO': 'PM2', 'AGL_ESPESSURA': '4', 'AGL_REFERENCIA': '5017', 'AGL_COMPRIMENTO': '2500', 'AGL_LARGURA': '1250'}",0,[8547],[2.5],"PL CI 5017/PM2 2500X1250X4,0 01",PL,CRMRLMEI
5253,5253,70005046,"{'AGL_ESPESSURA': '4', 'AGL_ACABAMENTO': 'PM2', 'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': '8245', 'AGL_COMPRIMENTO': '2500', 'AGL_LARGURA': '1250'}",3,[8742],[2.5253],"PL CC 8245/PM2 2500X1250X4,0 01",PL,CNMSHT01
5254,5254,70005047,"{'AGL_ACABAMENTO': 'T02', 'AGL_COMPRIMENTO': '137M', 'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': 'GT56', 'AGL_ESPESSURA': '1,4', 'AGL_LARGURA': '1067'}",0,[8056],[137.0],"RL CR GT56/T02 1067X1,4-137M 01",ROL,CRMRLMEI
5255,5255,70005048,"{'AGL_REFERENCIA': 'GT56', 'AGL_ACABAMENTO': 'T02', 'AGL_COMPRIMENTO': '110M', 'AGL_ESPESSURA': '1,4', 'AGL_LARGURA': '1067', 'AGL_EMBALAGEM': '1'}",0,[8056],[110.0],"RL CR GT56/T02 1067X1,4-110M 01",ROL,CRMRLMEI
5256,5256,70005049,"{'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '152', 'AGL_REFERENCIA': 'A137', 'AGL_LARGURA': '760', 'AGL_COMPRIMENTO': '1270'}",0,[439],[1.606],BL CR A137/000 1270X760X152 NE,BL,CRMAGLBL
5257,5257,70005051,"{'AGL_ESPESSURA': '3', 'AGL_REFERENCIA': '8244', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '2500', 'AGL_LARGURA': '1250'}",3,[8962],[2.543],"PL CC 8244/000 2500X1250X3,0 01",PL,CNMSHT01
5258,5258,70005054,"{'AGL_ACABAMENTO': 'PM2', 'AGL_COMPRIMENTO': '2950', 'AGL_REFERENCIA': '5351', 'AGL_LARGURA': '1003', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '4'}",0,[8440],[2.95],"PL CI 5351/PM2 2950X1003X4,0 01",PL,CRMEMBPL
5259,5259,70005055,"{'AGL_EMBALAGEM': '1', 'AGL_LARGURA': '940', 'AGL_ACABAMENTO': 'PM2', 'AGL_ESPESSURA': '4', 'AGL_REFERENCIA': '5351', 'AGL_COMPRIMENTO': '2950'}",0,[8410],[2.95],"PL CI 5351/PM2 2950X940X4,0 01",PL,CRMRLMEI
5260,5260,70005056,"{'AGL_ESPESSURA': '4', 'AGL_LARGURA': '628', 'AGL_REFERENCIA': '5351', 'AGL_COMPRIMENTO': '2950', 'AGL_ACABAMENTO': 'PM2', 'AGL_EMBALAGEM': '1'}",0,[8411],[2.95],"PL CI 5351/PM2 2950X628X4,0 01",PL,CRMRLMEI
