Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Ship to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção
CRM - Transformaçã,LIB,ZRPE,3820014408,90,CDM STRAVITEC,COALMEIDA,1600100945,22/10/2021,22/10/2021,25/10/2021,202143,70001295,"PL CR CM62/000 915X915X2,0 00",350.000,70007235,"PL CR CM62/000 915X915X2,0 NE",350.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.311,BE,0.000
CRM - Transformaçã,LIB,ZRPL,3820014408,90,,,1600100946,21/10/2021,22/10/2021,,0,70007235,"PL CR CM62/000 915X915X2,0 NE",350.000,70000807,"BL CR CM62/000 915X915X51,0 NE",19.775,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,2.636,,45.000
CRM - Transformaçã,ABER,ZRFC,3820014408,10,,,1600101746,02/12/2021,03/12/2021,,0,70001121,"PL CR CM81/000 1100X550X20,0 NE",40.000,70005380,"PL CR CM81/PAA 1100X550X20,0 NE",40.000,CRM-PRENSA/VULCANIZAÇÃO,CRMPRVUL,13.333,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,20,,,1600101747,02/12/2021,03/12/2021,,0,70001121,"PL CR CM81/000 1100X550X20,0 NE",1.000,70005380,"PL CR CM81/PAA 1100X550X20,0 NE",1.000,CRM-PRENSA/VULCANIZAÇÃO,CRMPRVUL,0.333,,0.000
CRM - Aglomeração,ABER,ZRFC,3820014408,30,,,1600101748,30/11/2021,03/12/2021,,0,70001182,"PL CR CM81/000 550X550X50,0 NE",30.000,70005382,"PL CR CM81/PAA 550X550X50,0 NE",30.000,CRM-PRENSA/VULCANIZAÇÃO,CRMPRVUL,28.302,,0.000
CRM - Aglomeração,ABER,ZRFC,3820014408,40,,,1600101749,02/12/2021,03/12/2021,,0,70001182,"PL CR CM81/000 550X550X50,0 NE",1.000,70005382,"PL CR CM81/PAA 550X550X50,0 NE",1.000,CRM-PRENSA/VULCANIZAÇÃO,CRMPRVUL,0.943,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,70,,,1600101750,02/12/2021,03/12/2021,,0,70001187,"PL CR CM82/000 550X550X30,0 NE",50.000,70005385,"PL CR CM82/PAA 550X550X30,0 NE",50.000,CRM-PRENSA/VULCANIZAÇÃO,CRMPRVUL,11.111,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,80,,,1600101751,02/12/2021,03/12/2021,,0,70001187,"PL CR CM82/000 550X550X30,0 NE",1.000,70005385,"PL CR CM82/PAA 550X550X30,0 NE",1.000,CRM-PRENSA/VULCANIZAÇÃO,CRMPRVUL,0.222,,0.000
CRM - Transformaçã,ABER,ZRPL,3820014408,50,,,1600101752,02/12/2021,03/12/2021,,0,70015621,"PL CR CM82/000 550X550X20,0 NE",85.000,70001186,"PL CR CM82/000 1100X550X20,0 NE",43.000,CRM-GUILHOTINA BORRACHA,CRMGUILH,0.106,,0.000
CRM - Transformaçã,ABER,ZRPL,3820014408,60,,,1600101753,02/12/2021,03/12/2021,,0,70015621,"PL CR CM82/000 550X550X20,0 NE",1.000,70001186,"PL CR CM82/000 1100X550X20,0 NE",1.000,CRM-GUILHOTINA BORRACHA,CRMGUILH,0.001,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,50,,,1600101754,02/12/2021,03/12/2021,,0,70001186,"PL CR CM82/000 1100X550X20,0 NE",43.000,70013681,"PL CR CM82/OPF 1100X550X20,0 NE",43.000,CRM-PRENSA/VULCANIZAÇÃO,CRMPRVUL,5.375,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,60,,,1600101755,02/12/2021,03/12/2021,,0,70001186,"PL CR CM82/000 1100X550X20,0 NE",1.000,70013681,"PL CR CM82/OPF 1100X550X20,0 NE",1.000,CRM-PRENSA/VULCANIZAÇÃO,CRMPRVUL,0.125,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,10,,,1600101756,02/12/2021,03/12/2021,,0,70005380,"PL CR CM81/PAA 1100X550X20,0 NE",40.000,46000166,MF CR CM81 FCE NE,5.000,CRM-PRÉ-FORMA,CRMFCEPF,0.833,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,20,,,1600101757,02/12/2021,03/12/2021,,0,70005380,"PL CR CM81/PAA 1100X550X20,0 NE",1.000,46000166,MF CR CM81 FCE NE,1.000,CRM-PRÉ-FORMA,CRMFCEPF,0.021,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,30,,,1600101758,02/12/2021,03/12/2021,,0,70005382,"PL CR CM81/PAA 550X550X50,0 NE",30.000,46000166,MF CR CM81 FCE NE,5.000,CRM-PRÉ-FORMA,CRMFCEPF,0.833,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,40,,,1600101759,02/12/2021,03/12/2021,,0,70005382,"PL CR CM81/PAA 550X550X50,0 NE",1.000,46000166,MF CR CM81 FCE NE,1.000,CRM-PRÉ-FORMA,CRMFCEPF,0.028,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,70,,,1600101760,02/12/2021,03/12/2021,,0,70005385,"PL CR CM82/PAA 550X550X30,0 NE",50.000,46000169,MF CR CM82 FCE NE,7.000,CRM-PRÉ-FORMA,CRMFCEPF,1.613,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,80,,,1600101761,02/12/2021,03/12/2021,,0,70005385,"PL CR CM82/PAA 550X550X30,0 NE",1.000,46000169,MF CR CM82 FCE NE,1.000,CRM-PRÉ-FORMA,CRMFCEPF,0.032,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,50,,,1600101762,02/12/2021,03/12/2021,,0,70013681,"PL CR CM82/OPF 1100X550X20,0 NE",43.000,46000169,MF CR CM82 FCE NE,4.000,CRM-PRÉ-FORMA,CRMFCEPF,0.915,,0.000
CRM - Transformaçã,ABER,ZRFC,3820014408,60,,,1600101763,02/12/2021,03/12/2021,,0,70013681,"PL CR CM82/OPF 1100X550X20,0 NE",1.000,46000169,MF CR CM82 FCE NE,1.000,CRM-PRÉ-FORMA,CRMFCEPF,0.021,,0.000
GMT,ABER,ZGEB,3820014406,10,KRAIBURG RELASTEC GMBH & CO. KGB,COALMEIDA,1600100091,18/11/2021,19/11/2021,25/11/2021,202147,41000527,GRAN MD 1/2 80-90 HU BB001,7 000.000,41000321,GRAN MD 1/2 80-90 HU GR,7 000.000,GMT-EMBALAGEM SCS/BB,GMTEMBSB,5.385,DE,0.000
GMT,ABER,ZGEB,3820014405,10,KRAIBURG RELASTEC GMBH & CO. KGB,COALMEIDA,1600100090,04/11/2021,05/11/2021,12/11/2021,202145,41000527,GRAN MD 1/2 80-90 HU BB001,7 000.000,41000321,GRAN MD 1/2 80-90 HU GR,7 000.000,GMT-EMBALAGEM SCS/BB,GMTEMBSB,5.385,DE,0.000
CNM - Transformaçã,ABER,ZNER,3820014386,30,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600099867,02/12/2021,03/12/2021,16/12/2021,202150,70003258,"RL CC 8245/000 1000X5,0-20M AS",8.000,70000093,"RL CC 8245/000 1000X5,0-20M NE",8.000,CNM-EMBALAGEM VSM,CNMVSMEB,0.295,TW,0.000
CNM - Transformaçã,ABER,ZNVS,3820014386,30,,,1600099868,02/12/2021,03/12/2021,,0,70000093,"RL CC 8245/000 1000X5,0-20M NE",8.000,70002808,CL CC 8245 1000X1100 NE,1.040,CNM-LAMINAGEM VSM,CNMVSMRL,0.295,,0.000
CNM - Transformaçã,ABER,ZNER,3820014386,40,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600099869,02/12/2021,03/12/2021,16/12/2021,202150,70003342,"RL CC 8245/000 1220X5,0-20M AS",16.000,70000091,"RL CC 8245/000 1220X5,0-20M NE",16.000,CNM-EMBALAGEM VSM,CNMVSMEB,0.591,TW,0.000
CNM - Transformaçã,ABER,ZNVS,3820014386,40,,,1600099870,02/12/2021,03/12/2021,,0,70000091,"RL CC 8245/000 1220X5,0-20M NE",16.000,70002819,CL CC 8245 1220X1100 NE,2.080,CNM-LAMINAGEM VSM,CNMVSMRL,0.591,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,80,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100905,02/12/2021,03/12/2021,16/12/2021,202150,70003563,"PL CC 8004/000 915X610X1,6 AS",2 800.000,70005629,"PL CC 8004/000 915X610X1,6 NE",2 800.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.745,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,80,,,1600100906,02/12/2021,03/12/2021,,0,70005629,"PL CC 8004/000 915X610X1,6 NE",2 800.000,70005498,BL CC 8004/ORT 915X610X250 NE,18.516,CNM-LAMINADORAS PLACAS,CNMLAMPL,4.211,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,90,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100908,02/12/2021,03/12/2021,16/12/2021,202150,70003564,"PL CC 8004/000 915X610X2,6 AS",1 680.000,70011623,"PL CC 8004/000  915X610X2,6  NE",1 680.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.724,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,90,,,1600100909,02/12/2021,03/12/2021,,0,70011623,"PL CC 8004/000  915X610X2,6  NE",1 680.000,70005498,BL CC 8004/ORT 915X610X250 NE,18.026,CNM-LAMINADORAS PLACAS,CNMLAMPL,3.100,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,100,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100910,02/12/2021,03/12/2021,16/12/2021,202150,70003565,"PL CC 8004/000 915X610X3,6 AS",1 232.000,70007800,"PL CC 8004/000 915X610X3,6 NE",1 232.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.700,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,100,,,1600100911,02/12/2021,03/12/2021,,0,70007800,"PL CC 8004/000 915X610X3,6 NE",1 232.000,70005498,BL CC 8004/ORT 915X610X250 NE,18.400,CNM-LAMINADORAS PLACAS,CNMLAMPL,2.139,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,110,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100912,02/12/2021,03/12/2021,16/12/2021,202150,70003566,"PL CC 8004/000 915X610X4,6 AS",2 856.000,70006914,"PL CC 8004/000 915X610X4,6 NE",2 856.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,2.100,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,110,,,1600100913,02/12/2021,03/12/2021,,0,70006914,"PL CC 8004/000 915X610X4,6 NE",2 856.000,70005498,BL CC 8004/ORT 915X610X250 NE,54.480,CNM-LAMINADORAS PLACAS,CNMLAMPL,4.045,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,120,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100914,02/12/2021,03/12/2021,16/12/2021,202150,70003567,"PL CC 8004/000 915X610X4,8 AS",1 792.000,70005634,"PL CC 8004/000 915X610X4,8 NE",1 792.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.400,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,120,,,1600100915,02/12/2021,03/12/2021,,0,70005634,"PL CC 8004/000 915X610X4,8 NE",1 792.000,70005498,BL CC 8004/ORT 915X610X250 NE,35.496,CNM-LAMINADORAS PLACAS,CNMLAMPL,3.282,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,130,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100916,02/12/2021,03/12/2021,16/12/2021,202150,70003568,"PL CC 8004/000 915X610X5,6 AS",784.000,70006915,"PL CC 8004/000 915X610X5,6 NE",784.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.700,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,130,,,1600100917,02/12/2021,03/12/2021,,0,70006915,"PL CC 8004/000 915X610X5,6 NE",784.000,70005498,BL CC 8004/ORT 915X610X250 NE,18.355,CNM-LAMINADORAS PLACAS,CNMLAMPL,1.719,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,140,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100918,02/12/2021,03/12/2021,16/12/2021,202150,70003569,"PL CC 8004/000 915X610X7,8 AS",1 120.000,70007205,"PL CC 8004/000 915X610X7,8 NE",1 120.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.400,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,140,,,1600100919,02/12/2021,03/12/2021,,0,70007205,"PL CC 8004/000 915X610X7,8 NE",1 120.000,70005498,BL CC 8004/ORT 915X610X250 NE,36.050,CNM-LAMINADORAS PLACAS,CNMLAMPL,3.137,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,50,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100920,02/12/2021,03/12/2021,16/12/2021,202150,70003922,"PL CC 8003/000 940X640X4,9 AS",1 792.000,70007080,"PL CC 8003/000 940X640X4,9 NE",1 792.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.493,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,50,,,1600100921,02/12/2021,03/12/2021,,0,70007080,"PL CC 8003/000 940X640X4,9 NE",1 792.000,70001618,BL CC 8003/000 940X640X250 NE,36.301,CNM-LAMINADORAS PLACAS,CNMLAMPL,4.067,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,150,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100922,02/12/2021,03/12/2021,16/12/2021,202150,70004159,"PL CC 8004/000 915X610X10,1 AS",420.000,70011632,"PL CC 8004/000  915X610X10,1 NE",420.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.656,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,150,,,1600100923,02/12/2021,03/12/2021,,0,70011632,"PL CC 8004/000  915X610X10,1 NE",420.000,70005498,BL CC 8004/ORT 915X610X250 NE,18.027,CNM-LAMINADORAS PLACAS,CNMLAMPL,1.250,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,70,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100924,02/12/2021,03/12/2021,16/12/2021,202150,70004742,"PL CC 8004/000 915X610X0,8 02",5 250.000,70005627,"PL CC 8004/000 915X610X0,8 NE",5 250.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.700,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,70,,,1600100925,02/12/2021,03/12/2021,,0,70005627,"PL CC 8004/000 915X610X0,8 NE",5 250.000,70005498,BL CC 8004/ORT 915X610X250 NE,17.332,CNM-LAMINADORAS PLACAS,CNMLAMPL,5.239,,0.000
CNM - Transformaçã,ABER,ZNEP,3820014386,60,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100926,02/12/2021,03/12/2021,16/12/2021,202150,70022946,"PL CC 8405/000 940X640X6,5 02",672.000,70022947,"PL CC 8405/000 940X640X6,5 NE",672.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.700,TW,0.000
CNM - Transformaçã,ABER,ZNPL,3820014386,60,,,1600100927,02/12/2021,03/12/2021,,0,70022947,"PL CC 8405/000 940X640X6,5 NE",672.000,70001631,BL CC 8405/000 940X640X250 NE,17.900,CNM-LAMINADORAS PLACAS,CNMLAMPL,1.912,,0.000
CCS,ABER,ZCEQ,3820014385,10,"ASIA ALLIANCE INTERNATIONAL CO.,LTD.",DMEDEIROS,1600100134,03/12/2021,03/12/2021,16/12/2021,202150,72001503,ES ML 56 BM [C344] 13 000 AS,308.000,72000227,"ES ML C344 56BM 13,0 000 NE",308.000,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.385,TW,0.000
CCS,ABER,ZCMQ,3820014385,10,,,1600100135,03/12/2021,03/12/2021,,0,72000227,"ES ML C344 56BM 13,0 000 NE",308.000,70010452,"PL ML C344/000 940X640X13,5 NE",154.000,CCS-CNC,CCSCNCMQ,5.133,,0.000
CRM - Transformaçã,LIB,ZRSE,3820014384,10,,,1600100121,23/09/2021,24/09/2021,,0,70004228,"PL CI 5015/000 940X320X52,0 NE",50.000,70025264,BL CI 5015/000 940X320X200 NE,16.667,CRM - SERRA 19,CRMSER19,1.667,,50.000
CRM - Transformaçã,LIB,ZRSE,3820014384,10,,,1600104476,27/09/2021,27/09/2021,,0,70025264,BL CI 5015/000 940X320X200 NE,16.667,70002619,BL CI 5015/000 950X650X200 NE,8.334,CRM-SERRA 05,CRMSER05,0.278,,4.000
CRM - Transformaçã,ABER,ZRRL,3820014383,10,,,1600099574,24/11/2021,26/11/2021,,0,70006743,"RL CR 1049/2T9 1092X6,0 NE",880.000,70000924,CL CR 1049 1092X762 NE,15.207,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,24.309,,0.000
CRM - Transformaçã,ABER,ZRSE,3820014383,10,,,1600099575,23/11/2021,26/11/2021,,0,70008141,"RL CR 1049/2T9 40X6,0-11M NE",1 840.000,70001098,"RL CR 1049/2T9 1092X6,0-11M NE",80.000,CRM - SERRA 19,CRMSER19,61.333,,0.000
CRM - Transformaçã,ABER,ZRRL,3820014383,10,,,1600099576,25/11/2021,26/11/2021,,0,70001098,"RL CR 1049/2T9 1092X6,0-11M NE",80.000,70006743,"RL CR 1049/2T9 1092X6,0 NE",880.000,CRM-MEI,CRMRLMEI,11.338,,0.000
CRM - Transformaçã,ABER,ZRPE,3820014383,10,ELSEWEDY CABLES ALGERIA SPA,DMEDEIROS,1600099577,26/11/2021,26/11/2021,17/11/2021,202148,70002508,"RL CR 1049/2T9 40X6,0-11M 01",1 840.000,70008141,"RL CR 1049/2T9 40X6,0-11M NE",1 840.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,2.667,DZ,0.000
CRM - Transformaçã,ABER,ZRRL,3820014381,10,,,1600099417,14/12/2021,17/12/2021,,0,70010109,PL CI 5315/000 1550X1200X10/5 NE,1 710.000,70008402,RL CI 5315/000 1220X10/5 NE,2 650.500,CRM-MEI,CRMRLMEI,47.500,,0.000
CRM - Transformaçã,ABER,ZRRL,3820014381,10,,,1600099418,16/12/2021,17/12/2021,,0,70008402,RL CI 5315/000 1220X10/5 NE,2 650.500,70008401,"RL CI 5315/000 1220X15,0 NE",1 391.520,CRM-DIVISORA,CRMDIV01,12.311,,0.000
CRM - Transformaçã,ABER,ZRRL,3820014381,10,,,1600099419,16/12/2021,17/12/2021,,0,70008401,"RL CI 5315/000 1220X15,0 NE",1 391.520,70003405,CL CI 5315 1220X990 NE,35.484,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,12.925,,0.000
CRM - Transformaçã,ABER,ZRPE,3820014381,10,GETZNER WERKSTOFFE GMBH,COALMEIDA,1600099560,15/12/2021,16/12/2021,07/01/2022,202201,70003428,PL CI 5315/000 1485X1200X10/5 00,1 710.000,70010111,PL CI 5315/000 1485X1200X10/5 NE,1 710.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,8.143,AT,0.000
CCS,ABER,ZCMQ,3820014381,10,,,1600099561,16/12/2021,17/12/2021,,0,70010111,PL CI 5315/000 1485X1200X10/5 NE,1 710.000,70010109,PL CI 5315/000 1550X1200X10/5 NE,1 710.000,CCS-SECCIONADORA,CCSSECME,21.375,,0.000
CHC,ABER,ZHEB,3820014380,20,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101599,08/12/2021,08/12/2021,11/11/2021,202150,70005014,"RL CC P 0052/S11 2080X0,9-750M EG",10.000,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014380,20,,,1600101620,06/12/2021,08/12/2021,,0,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,70008576,"RL CC P 0052/S11 2200X0,9 NE",8 820.000,CHC-REBOBINADOR,CHCREBOB,25.000,,0.000
CHC,ABER,ZHEB,3820014380,10,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101623,08/12/2021,08/12/2021,11/11/2021,202150,70005026,"RL CC P 0094/S22 2080X1,2-600M 01",12.000,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014380,10,,,1600101624,06/12/2021,08/12/2021,,0,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,70008560,"RL CC P 0094/S22 2200X1,2 NE",8 179.200,CHC-REBOBINADOR,CHCREBOB,24.000,,0.000
CHC,ABER,ZHEB,3820014378,20,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101595,01/12/2021,01/12/2021,04/11/2021,202149,70005014,"RL CC P 0052/S11 2080X0,9-750M EG",10.000,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014378,20,,,1600101596,29/11/2021,01/12/2021,,0,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,70008576,"RL CC P 0052/S11 2200X0,9 NE",8 820.000,CHC-REBOBINADOR,CHCREBOB,25.000,,0.000
CHC,ABER,ZHEB,3820014378,10,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101597,01/12/2021,01/12/2021,04/11/2021,202149,70005026,"RL CC P 0094/S22 2080X1,2-600M 01",12.000,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014378,10,,,1600101598,29/11/2021,01/12/2021,,0,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,70008560,"RL CC P 0094/S22 2200X1,2 NE",8 179.200,CHC-REBOBINADOR,CHCREBOB,24.000,,0.000
CRM - Aglomeração,LIB,ZREA,3820014377,10,HORLEY TRANSPORT LTD.,COALMEIDA,1600099592,09/09/2021,10/09/2021,19/10/2021,202142,46000387,MF CR 1047 01,57.600,46000011,MF CR 1047 BL NE,1.000,CRM-EMBALAGEM AGLOMERAÇÃO,CRMEMBAG,58.000,GB,57.000
CHC,ABER,ZHEB,3820014375,20,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101550,25/11/2021,25/11/2021,27/10/2021,202148,70005014,"RL CC P 0052/S11 2080X0,9-750M EG",10.000,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014375,20,,,1600101551,23/11/2021,25/11/2021,,0,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,70008576,"RL CC P 0052/S11 2200X0,9 NE",8 820.000,CHC-REBOBINADOR,CHCREBOB,25.000,,0.000
CHC,ABER,ZHEB,3820014375,10,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101593,25/11/2021,25/11/2021,27/10/2021,202148,70005026,"RL CC P 0094/S22 2080X1,2-600M 01",12.000,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014375,10,,,1600101594,23/11/2021,25/11/2021,,0,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,70008560,"RL CC P 0094/S22 2200X1,2 NE",8 179.200,CHC-REBOBINADOR,CHCREBOB,24.000,,0.000
CHC,ABER,ZHEB,3820014374,20,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101546,18/11/2021,18/11/2021,25/10/2021,202147,70005014,"RL CC P 0052/S11 2080X0,9-750M EG",10.000,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014374,20,,,1600101547,16/11/2021,18/11/2021,,0,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,70008576,"RL CC P 0052/S11 2200X0,9 NE",8 820.000,CHC-REBOBINADOR,CHCREBOB,25.000,,0.000
CHC,ABER,ZHEB,3820014374,10,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101548,18/11/2021,18/11/2021,25/10/2021,202147,70005026,"RL CC P 0094/S22 2080X1,2-600M 01",12.000,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014374,10,,,1600101549,16/11/2021,18/11/2021,,0,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,70008560,"RL CC P 0094/S22 2200X1,2 NE",8 179.200,CHC-REBOBINADOR,CHCREBOB,24.000,,0.000
CHC,ABER,ZHEB,3820014373,20,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101541,11/11/2021,11/11/2021,25/10/2021,202146,70005014,"RL CC P 0052/S11 2080X0,9-750M EG",10.000,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014373,20,,,1600101542,09/11/2021,11/11/2021,,0,70008577,"RL CC P 0052/S11 2080X0,9 NE",7 500.000,70008576,"RL CC P 0052/S11 2200X0,9 NE",8 820.000,CHC-REBOBINADOR,CHCREBOB,25.000,,0.000
CHC,ABER,ZHEB,3820014373,10,EGGER HOLZWERKSTOFFE WISMAR GMBH & CO.KG,COALMEIDA,1600101544,11/11/2021,11/11/2021,25/10/2021,202146,70005026,"RL CC P 0094/S22 2080X1,2-600M 01",12.000,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,CHC-EMBALAGEM,CHCEMBAL,0.000,DE,0.000
CHC,ABER,ZHRL,3820014373,10,,,1600101545,09/11/2021,11/11/2021,,0,70008561,"RL CC P 0094/S22 2080X1,2 NE",7 200.000,70008560,"RL CC P 0094/S22 2200X1,2 NE",8 179.200,CHC-REBOBINADOR,CHCREBOB,24.000,,0.000
CNM - Transformaçã,LIB,ZNEP,3820014372,10,Scabro BV for:,COALMEIDA,1600099813,14/10/2021,15/10/2021,25/10/2021,202143,70004192,"PL CC 8821/3T3 1000X500X15,5 01",600.000,70006202,"PL CC 8821/3T3 1000X500X15,5 NE",600.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.500,PL,0.000
CNM - Transformaçã,LIB,ZNPL,3820014372,10,,,1600099814,14/10/2021,15/10/2021,,0,70006202,"PL CC 8821/3T3 1000X500X15,5 NE",600.000,70005961,"PL CC 8821/000 1000X500X17,5 NE",600.000,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,1.875,,0.000
CNM - Transformaçã,LIB,ZNPL,3820014372,10,,,1600099815,14/10/2021,15/10/2021,,0,70005961,"PL CC 8821/000 1000X500X17,5 NE",600.000,70005529,BL CC 8821/ORT 1000X500X210 NE,60.540,CNM-SERRA PLACAS,CNMSERPL,10.000,,402.000
