Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Ship to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção
CRM - Transformaçã,ABER,ZRSE,3823000504,60,,,1600072815,28/10/2021,28/10/2021,,0,71000805,QD CR GT46/000 227-Z 150 NE,77.000,70000766,BL CR GT46/000 1270X660X152 NE,13.013,CRM-SERRA 05,CRMSER05,6.598,,0.000
CCS,LIB,ZCEJ,3823000504,70,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600072816,21/10/2021,21/10/2021,25/10/2021,202143,71000138,"JT CI 5351/000 162-Z 2,4 00",1 000.000,71001237,"JT CI 5351/000 162-Z 2,4 NE",1 000.000,CCS-EMBALAGEM JUNTAS,CCSEMBJT,0.000,US,0.000
CCS,LIB,ZCJT,3823000504,70,,,1600072817,21/10/2021,21/10/2021,,0,71001237,"JT CI 5351/000 162-Z 2,4 NE",1 000.000,71000420,"FQ CI 5351/000 162-Z 2,4 NE",500.000,CCS-CUNHAGEM JUNTAS,CCSBALJT,0.775,,0.000
CRM - Transformaçã,LIB,ZRPL,3823000504,70,,,1600072818,21/10/2021,22/10/2021,,0,71000420,"FQ CI 5351/000 162-Z 2,4 NE",500.000,71000069,QD CI 5351/OCL 162-Z 164 NE,7.000,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,1.818,,0.000
CRM - Transformaçã,LIB,ZRSE,3823000504,70,,,1600072819,21/10/2021,22/10/2021,,0,71000069,QD CI 5351/OCL 162-Z 164 NE,7.000,71000910,QD CI 5351/000 162-Z 164 NE,7.000,CRM-COLAR QUADROS,CRMCOLQD,0.200,,0.000
CRM - Transformaçã,LIB,ZRSE,3823000504,70,,,1600072820,21/10/2021,21/10/2021,,0,71000910,QD CI 5351/000 162-Z 164 NE,7.000,70000956,BL CI 5351/000 950X650X200 NE,2.370,CRM-SERRA 05,CRMSER05,0.521,,7.000
CCS,LIB,ZCEJ,3823000504,80,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600072821,21/10/2021,21/10/2021,25/10/2021,202143,71000156,"JT CI 5351/000 27-Z 2,4 00",4 000.000,71001245,"JT CI 5351/000 27-Z 2,4 NE",4 000.000,CCS-EMBALAGEM JUNTAS,CCSEMBJT,0.001,US,0.000
CCS,LIB,ZCJT,3823000504,80,,,1600072822,21/10/2021,21/10/2021,,0,71001245,"JT CI 5351/000 27-Z 2,4 NE",4 000.000,71000436,"FQ CI 5351/000 27-Z 2,4 NE",2 000.000,CCS-CUNHAGEM JUNTAS,CCSBALJT,2.020,,0.000
CRM - Transformaçã,LIB,ZRPL,3823000504,80,,,1600072823,21/10/2021,22/10/2021,,0,71000436,"FQ CI 5351/000 27-Z 2,4 NE",2 000.000,71000081,QD CI 5351/OCL 27-Z 164 NE,30.000,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,5.970,,0.000
CRM - Transformaçã,LIB,ZRSE,3823000504,90,,,1600072828,30/09/2021,01/10/2021,,0,70008365,"RL CI 5351/T02 197X3,2-44M NE",1.000,70008380,"RL CI 5351/T02 1067X3,2-44M NE",1.000,CRM - SERRA 19,CRMSER19,0.033,,1.000
CRM - Transformaçã,LIB,ZRSE,3823000504,100,,,1600072834,30/09/2021,01/10/2021,,0,71000075,QD CI 5351/OCL 21-Z 164 NE,22.000,71000916,QD CI 5351/000 21-Z 164 NE,22.000,CRM-COLAR QUADROS,CRMCOLQD,0.647,,19.000
CRM - Transformaçã,LIB,ZRSE,3823000504,100,,,1600072835,30/09/2021,30/09/2021,,0,71000916,QD CI 5351/000 21-Z 164 NE,22.000,70000956,BL CI 5351/000 950X650X200 NE,5.654,CRM-SERRA 05,CRMSER05,1.921,,19.000
CRM - Transformaçã,LIB,ZRSE,3823000504,80,,,1600108635,21/10/2021,22/10/2021,,0,71000081,QD CI 5351/OCL 27-Z 164 NE,25.000,71000917,QD CI 5351/000 27-Z 164 NE,25.000,CRM-COLAR QUADROS,CRMCOLQD,0.781,,0.000
CRM - Transformaçã,LIB,ZRSE,3823000504,80,,,1600108636,21/10/2021,21/10/2021,,0,71000917,QD CI 5351/000 27-Z 164 NE,25.000,70000956,BL CI 5351/000 950X650X200 NE,7.276,CRM-SERRA 05,CRMSER05,2.294,,25.000
CRM - Transformaçã,LIB,ZRSE,3823000504,40,,,1600108637,21/10/2021,22/10/2021,,0,71000039,QD CI 5351/OCL 104-Z 164 NE,13.000,71000924,QD CI 5351/000 104-Z 164 NE,13.000,CRM-COLAR QUADROS,CRMCOLQD,0.361,,13.000
CRM - Transformaçã,LIB,ZRSE,3823000504,40,,,1600108638,21/10/2021,21/10/2021,,0,71000924,QD CI 5351/000 104-Z 164 NE,13.000,70000956,BL CI 5351/000 950X650X200 NE,2.067,CRM-SERRA 05,CRMSER05,1.033,,13.000
CRM - Transformaçã,ABER,ZREI,3823000442,30,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600065967,28/10/2021,29/10/2021,25/10/2021,202130,70001319,CL CR 1521 1092X762 00,12.000,70000915,CL CR 1521 1092X762 NE,12.000,CRM-EMBALAGEM INTEIROS,CRMEMBIN,4.444,US,0.000
CNM - Transformaçã,ABER,ZNEP,3823000348,10,EDGEWATER PRODUCTS COMPANY,RFERNANDES,1600060936,11/11/2021,12/11/2021,15/07/2021,202132,70004335,"PL CC 8403/000 915X610X5,8 02",17 680.000,70023033,"PL CC 8244/000 915X610X5,8 NE",17 680.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,17.000,US,0.000
CNM - Transformaçã,ABER,ZNRL,3823000348,10,,,1600060937,10/11/2021,12/11/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",17 680.000,70023032,"RL CC 8244/000 610X5,8 NE",16 410.580,CNM-SHEETER 1,CNMSHT01,40.644,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000348,10,,,1600060938,10/11/2021,12/11/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",16 410.580,70002818,CL CC 8244 1220X1100 NE,53.467,CNM-LAMINADORAS ROLOS,CNMLAMRL,26.257,,0.000
CRM - Transformaçã,ABER,ZRPL,3823000341,120,,,1600097358,14/10/2021,15/10/2021,,0,71000426,"FQ CR 1521/PFM 142-C 5,6 NE",181.000,71000066,QD CR 1521/OCL 142-C 150 NE,8.000,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,0.984,,0.000
CRM - Transformaçã,ABER,ZRSE,3823000341,120,,,1600097359,14/10/2021,15/10/2021,,0,71000066,QD CR 1521/OCL 142-C 150 NE,8.000,71000681,QD CR 1521/000 142-C 150 NE,8.000,CRM-COLAR QUADROS,CRMCOLQD,0.222,,0.000
CRM - Transformaçã,ABER,ZRSE,3823000341,120,,,1600097380,15/10/2021,15/10/2021,,0,71000681,QD CR 1521/000 142-C 150 NE,8.000,70000854,BL CR 1521/000 1000X1000X152 NE,1.168,CRM-SERRA 05,CRMSER05,0.656,,0.000
GMT,LIB,ZGEB,3823000162,230,"Amorim Cork Composites,Inc",RFERNANDES,1600036049,21/10/2021,21/10/2021,20/10/2021,202143,41000534,"GRAN BD G005 0,5/1 50-55 SE BB015",4 000.000,41000348,"GRAN BD G005 0,5/1 50-55 SE GR",4 000.000,GMT-EMBALAGEM,GMTEMBAL,5.333,US,3 065.000
GMT,LIB,ZGEB,3823000162,260,"Amorim Cork Composites,Inc",RFERNANDES,1600036057,21/10/2021,21/10/2021,20/10/2021,202143,41000472,"GRAN BD G005 0,5/1 50-55 SE SA010",1 200.000,41000348,"GRAN BD G005 0,5/1 50-55 SE GR",1 200.000,GMT-EMBALAGEM,GMTEMBAL,1.600,US,0.000
GMT,LIB,ZGEB,3823000162,250,"Amorim Cork Composites,Inc",RFERNANDES,1600036058,21/10/2021,21/10/2021,20/10/2021,202143,41000534,"GRAN BD G005 0,5/1 50-55 SE BB015",4 000.000,41000348,"GRAN BD G005 0,5/1 50-55 SE GR",4 000.000,GMT-EMBALAGEM,GMTEMBAL,5.333,US,0.000
GMT,ABER,ZGEB,3823000162,270,"Amorim Cork Composites,Inc",RFERNANDES,1600036060,03/11/2021,03/11/2021,20/10/2021,202145,41000534,"GRAN BD G005 0,5/1 50-55 SE BB015",4 000.000,41000348,"GRAN BD G005 0,5/1 50-55 SE GR",4 000.000,GMT-EMBALAGEM,GMTEMBAL,5.333,US,0.000
GMT,ABER,ZGEB,3823000162,300,"Amorim Cork Composites,Inc",RFERNANDES,1600036061,03/11/2021,03/11/2021,20/10/2021,202145,41000472,"GRAN BD G005 0,5/1 50-55 SE SA010",1 200.000,41000348,"GRAN BD G005 0,5/1 50-55 SE GR",1 200.000,GMT-EMBALAGEM,GMTEMBAL,1.600,US,0.000
GMT,ABER,ZGEB,3823000162,290,"Amorim Cork Composites,Inc",RFERNANDES,1600036062,03/11/2021,03/11/2021,20/10/2021,202145,41000534,"GRAN BD G005 0,5/1 50-55 SE BB015",4 000.000,41000348,"GRAN BD G005 0,5/1 50-55 SE GR",4 000.000,GMT-EMBALAGEM,GMTEMBAL,5.333,US,0.000
GMT,LIB,ZGEB,3823000162,240,"Amorim Cork Composites,Inc",RFERNANDES,1600036588,21/10/2021,21/10/2021,20/10/2021,202143,41000472,"GRAN BD G005 0,5/1 50-55 SE SA010",1 200.000,41000348,"GRAN BD G005 0,5/1 50-55 SE GR",1 200.000,GMT-EMBALAGEM,GMTEMBAL,1.600,US,1 200.000
GMT,ABER,ZGEB,3823000162,280,"Amorim Cork Composites,Inc",RFERNANDES,1600036591,03/11/2021,03/11/2021,20/10/2021,202145,41000472,"GRAN BD G005 0,5/1 50-55 SE SA010",1 200.000,41000348,"GRAN BD G005 0,5/1 50-55 SE GR",1 200.000,GMT-EMBALAGEM,GMTEMBAL,1.600,US,0.000
GMT,ABER,ZGEB,3823000162,210,"Amorim Cork Composites,Inc",RFERNANDES,1600108897,14/10/2021,14/10/2021,22/10/2021,202142,41000534,"GRAN BD G005 0,5/1 50-55 SE BB015",332.000,41000348,"GRAN BD G005 0,5/1 50-55 SE GR",332.000,GMT-EMBALAGEM,GMTEMBAL,0.443,US,0.000
CNM - Transformaçã,ABER,ZNPE,3820015679,10,"CORTICEIRA JELINEK PORTUGAL, S.A.",DMEDEIROS,1600109616,29/10/2021,30/10/2021,25/10/2021,0,70025124,"PL CC 8403/S21 940X640X30,0 01",390.000,70025125,"PL CC 8403/000 940X640X32,0 NE",390.000,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,3.900,PT,0.000
CNM - Transformaçã,ABER,ZNPL,3820015679,10,,,1600109617,29/10/2021,30/10/2021,,0,70025125,"PL CC 8403/000 940X640X32,0 NE",390.000,70012041,BL CC 8403/ORT  940X640X250 NE,56.272,CNM-SERRA PLACAS,CNMSERPL,6.500,,0.000
CNM - Transformaçã,ABER,ZNEP,3820015678,10,"ICC-IND.COM.DE CALÇADO, SA.",DMEDEIROS,1600109645,10/12/2021,11/12/2021,28/10/2021,0,70004120,"PL CC 8747/000 950X650X2,0 00",444.000,70006107,"PL CC 8747/000 950X650X2,0 NE",444.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.150,PT,0.000
CNM - Transformaçã,ABER,ZNPL,3820015678,10,,,1600109646,10/12/2021,11/12/2021,,0,70006107,"PL CC 8747/000 950X650X2,0 NE",444.000,70000292,BL CC 8747/000 950X650X200 NE,4.485,CNM-LAMINADORAS PLACAS,CNMLAMPL,0.657,,0.000
CCS,,KD,3820015677,10,GV ENGINEERING,DMEDEIROS,384908999,28/10/2021,28/10/2021,05/11/2021,0,70002214,"PL CC P050/000 1270X710X2,0 AV",11.000,70004563,"PL CC P050/000 1270X765X2,0 NE",11.000,CCS-SECCIONADORA,CCSSECME,0.014,KR,0.000
CCS,,KD,3820015677,30,GV ENGINEERING,DMEDEIROS,384909000,28/10/2021,28/10/2021,05/11/2021,0,70002217,"PL CC P050/S21 1270X710X4,0 AV",18.000,70004397,"PL CC P050/S21 1270X765X4,0 NE",18.000,CCS-SECCIONADORA,CCSSECME,0.048,KR,0.000
CCS,,KD,3820015677,20,GV ENGINEERING,DMEDEIROS,384909006,28/10/2021,28/10/2021,05/11/2021,0,70005476,"PL CC P050/000 1270X710X3,0 PL",18.000,70004414,"PL CC P050/000 1270X765X3,0 NE",18.000,CCS-SECCIONADORA,CCSSECME,0.035,KR,0.000
CNM - Transformaçã,,KD,3820015677,30,,,384909045,29/10/2021,29/10/2021,,0,70004397,"PL CC P050/S21 1270X765X4,0 NE",18.000,70003289,BL CC P050/000 1270X762X140,0.587,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,0.072,,0.000
CNM - Transformaçã,,KD,3820015677,20,,,384909046,29/10/2021,29/10/2021,,0,70004414,"PL CC P050/000 1270X765X3,0 NE",18.000,70003289,BL CC P050/000 1270X762X140,0.396,CNM-LAMINADORAS PLACAS,CNMLAMPL,0.045,,0.000
CNM - Transformaçã,,KD,3820015677,10,,,384909047,29/10/2021,29/10/2021,,0,70004563,"PL CC P050/000 1270X765X2,0 NE",11.000,70003289,BL CC P050/000 1270X762X140,0.159,CNM-LAMINADORAS PLACAS,CNMLAMPL,0.024,,0.000
CRM - Transformaçã,,KD,3820015674,20,"FORTUNE ELECTRIC CO., LTD",DMEDEIROS,384909003,18/10/2021,18/10/2021,25/10/2021,0,70003395,"PL CR 6400/000 1100X230X40,0 01",10.000,70015575,"PL CR 6400/S21 1100X230X40,0 NE",10.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.040,TW,0.000
CRM - Transformaçã,,KD,3820015674,10,"FORTUNE ELECTRIC CO., LTD",DMEDEIROS,384909007,18/10/2021,18/10/2021,25/10/2021,0,70014108,"PL CR 6400/000 1000X250X40,0 01",8.000,70013629,"PL CR 6400/000 1000X250X40,0 NE",8.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.067,TW,0.000
CRM - Transformaçã,,KD,3820015674,10,,,384909019,18/10/2021,18/10/2021,,0,70013629,"PL CR 6400/000 1000X250X40,0 NE",8.000,70025272,BL CR 6400/000 1000X250X152 NE,2.667,CRM - SERRA 19,CRMSER19,0.267,,0.000
CRM - Transformaçã,,KD,3820015674,20,,,384909021,18/10/2021,18/10/2021,,0,70015575,"PL CR 6400/S21 1100X230X40,0 NE",10.000,70006504,"PL CR 6400/000 1100X230X42,0 NE",10.000,CRM-LIXADORA BORRACHA,CRMLIXPL,0.200,,0.000
CRM - Transformaçã,,KD,3820015674,20,,,384909078,19/10/2021,19/10/2021,,0,70006504,"PL CR 6400/000 1100X230X42,0 NE",10.000,70025276,BL CR 6400/000 1100X230X152 NE,3.334,CRM - SERRA 19,CRMSER19,0.333,,0.000
CRM - Transformaçã,,KD,3820015674,10,,,384909194,19/10/2021,19/10/2021,,0,70025272,BL CR 6400/000 1000X250X152 NE,2.667,70000875,BL CR 6400/000 1270X1040X152 NE,0.534,CRM-SERRA 05,CRMSER05,0.089,,0.000
CRM - Transformaçã,,KD,3820015674,20,,,384909195,20/10/2021,20/10/2021,,0,70025276,BL CR 6400/000 1100X230X152 NE,3.334,70000875,BL CR 6400/000 1270X1040X152 NE,0.834,CRM-SERRA 05,CRMSER05,0.139,,0.000
CNM - Transformaçã,ABER,ZNPE,3820015673,10,INVITÉCNICA  MATERIAL ELECTROTÉCNICO LDA,DMEDEIROS,1600109642,10/12/2021,11/12/2021,05/11/2021,0,70002646,"PL CC 8821/2SB 1000X500X20,0 00",120.000,70006203,"PL CC 8821/2SB 1000X500X20,0 NE",120.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.469,PT,0.000
CNM - Transformaçã,ABER,ZNPL,3820015673,10,,,1600109643,10/12/2021,11/12/2021,,0,70006203,"PL CC 8821/2SB 1000X500X20,0 NE",120.000,70025710,"PL CC 8821/000 1000X500X22,0 NE",120.000,CNM-LAMINADORA/LIXADORA PLACAS,CNMLAMLX,0.375,,0.000
CNM - Transformaçã,ABER,ZNPL,3820015673,10,,,1600109644,10/12/2021,11/12/2021,,0,70025710,"PL CC 8821/000 1000X500X22,0 NE",120.000,70005529,BL CC 8821/ORT 1000X500X210 NE,15.135,CNM-SERRA PLACAS,CNMSERPL,2.000,,0.000
CNM - Transformaçã,ABER,ZNSH,3820015672,10,"RESINAS CASTRO, S.L.",DMEDEIROS,1600109638,19/11/2021,19/11/2021,25/10/2021,0,70001884,"PL CC 8222/PC2 1000X1000X5,2 00",60.000,70009141,"RL CC 8222/PC2 1000X5,2 NE",60.460,CNM-SHEETER 2,CNMSHT02,0.278,ES,0.000
CNM - Transformaçã,ABER,ZNRL,3820015672,10,,,1600109639,19/11/2021,20/11/2021,,0,70009141,"RL CC 8222/PC2 1000X5,2 NE",60.460,70002845,CL CC 8222 1000X1100 NE,0.359,CNM-LAMINADORAS ROLOS,CNMLAMRL,0.202,,0.000
CNM - Transformaçã,ABER,ZNSH,3820015672,20,"RESINAS CASTRO, S.L.",DMEDEIROS,1600109640,19/11/2021,19/11/2021,25/10/2021,0,70005085,"PL CC 8235/000 1000X1000X3,2 01",92.000,70009076,"RL CC 8235/000 1000X3,2 NE",93.020,CNM-SHEETER 2,CNMSHT02,0.575,ES,0.000
CNM - Transformaçã,ABER,ZNRL,3820015672,20,,,1600109641,19/11/2021,20/11/2021,,0,70009076,"RL CC 8235/000 1000X3,2 NE",93.020,70002811,CL CC 8235 1000X1100 NE,0.337,CNM-LAMINADORAS ROLOS,CNMLAMRL,0.310,,0.000
CRM - Transformaçã,ABER,ZRRL,3820015669,10,NATIONAL HALMSTAD PERFORM. POLYMERS,LRIBEIRO,1600109587,17/12/2021,17/12/2021,24/12/2021,202151,70001941,"PL CR WI02/000 1270X660X4,0 01",720.000,70007284,"PL CR WI02/000 1270X660X4,0 NE",720.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,1.297,SE,0.000
CRM - Transformaçã,ABER,ZRRL,3820015669,10,,,1600109588,17/12/2021,18/12/2021,,0,70007284,"PL CR WI02/000 1270X660X4,0 NE",720.000,70003000,BL CR WI02/000 1270X660X152 NE,20.513,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,7.059,,0.000
CRM - Transformaçã,ABER,ZRRL,3820015668,10,KARL SPAH GMBH & CO.KG,LRIBEIRO,1600109585,26/11/2021,26/11/2021,06/12/2021,202149,70003385,"PL CR 1028/PTS 1000X1000X1,0 KS",15.000,70010003,"PL CR 1028/PTS 1000X1000X1,0 NE",15.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.007,DE,0.000
CRM - Transformaçã,ABER,ZRRL,3820015668,10,,,1600109586,26/11/2021,27/11/2021,,0,70010003,"PL CR 1028/PTS 1000X1000X1,0 NE",15.000,70000842,BL CR 1028/000 1000X1000X152 NE,0.108,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,0.125,,0.000
CNM - Transformaçã,ABER,ZNEP,3820015667,10,VITO IRMEN GMBH & CO KG,LRIBEIRO,1600109502,03/12/2021,04/12/2021,09/12/2021,202150,70001297,"PL CC 8303/000 1000X500X10,0 C6",192.000,70005747,"PL CC 8303/000 1000X500X10,0 NE",192.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.300,DE,0.000
CNM - Transformaçã,ABER,ZNPL,3820015667,10,,,1600109503,03/12/2021,04/12/2021,,0,70005747,"PL CC 8303/000 1000X500X10,0 NE",192.000,70005526,BL CC 8303/ORT 1000X500X210 NE,9.244,CNM-LAMINADORAS PLACAS,CNMLAMPL,0.571,,0.000
CNM - Transformaçã,ABER,ZNEP,3820015665,10,PISANA ORTHOPÄDIE TECHNIK GMBH,LRIBEIRO,1600109504,16/12/2021,17/12/2021,10/01/2022,202202,70002143,"PL CC 8123/PTH 915X610X6,0 01",156.000,70005738,"PL CC 8123/PTH 915X610X6,0 NE",156.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.150,DE,0.000
CNM - Transformaçã,ABER,ZNPL,3820015665,10,,,1600109505,16/12/2021,17/12/2021,,0,70005738,"PL CC 8123/PTH 915X610X6,0 NE",156.000,70005503,BL CC 8123/ORT 915X610X200 NE,4.852,CNM-LAMINADORAS PLACAS,CNMLAMPL,0.355,,0.000
CCS,,KD,3820015664,30,"CORTICEIRA VIKING, IMP.EXP. LDA",LRIBEIRO,384906346,05/11/2021,05/11/2021,12/11/2021,0,72000482,MB ML C210 21W NT 000 GE,102.000,72000287,MB ML C210 21W NT 000 NE,102.000,CCS-EMBALAGEM MEMOS,CCSEMBME,0.850,PT,0.000
CCS,,KD,3820015664,20,"CORTICEIRA VIKING, IMP.EXP. LDA",LRIBEIRO,384906347,05/11/2021,05/11/2021,12/11/2021,0,72000572,MB ML C221 15W NT 000 32,200.000,72000304,MB ML C221 15W NT 000 NE,200.000,CCS-EMBALAGEM MEMOS,CCSEMBME,0.606,PT,0.000
CCS,,KD,3820015664,10,"CORTICEIRA VIKING, IMP.EXP. LDA",LRIBEIRO,384906353,05/11/2021,05/11/2021,12/11/2021,0,72001521,MB ML C221 12W NT X00 01,200.000,72000053,MB ML C221 12W NT X00 NE,200.000,CCS-EMBALAGEM MEMOS,CCSEMBME,0.500,PT,0.000
CCS,,KD,3820015664,10,,,384906489,05/11/2021,05/11/2021,,0,72000053,MB ML C221 12W NT X00 NE,200.000,70011423,"PL ML C221/000 570X375X7,0 NE",200.000,CCS- MONTAGEM MANUAL MEMOS,CCSMTMME,0.500,,0.000
CCS,,KD,3820015664,30,,,384906490,05/11/2021,05/11/2021,,0,72000287,MB ML C210 21W NT 000 NE,102.000,70000498,"PL ML C210/000 1180X880X7,0 NE",102.000,CCS- MONTAGEM MANUAL MEMOS,CCSMTMME,0.850,,0.000
CCS,,KD,3820015664,20,,,384906495,05/11/2021,05/11/2021,,0,72000304,MB ML C221 15W NT 000 NE,200.000,70001900,"PL ML C221/000 878X578X7,0 NE",203.000,CCS- MONTAGEM MANUAL MEMOS,CCSMTMME,0.606,,0.000
CCS,,KD,3820015664,30,,,384906545,05/11/2021,05/11/2021,,0,70000498,"PL ML C210/000 1180X880X7,0 NE",102.000,70009381,"PL ML C210/000 1200X900X7,0 NE",102.000,CCS-SECCIONADORA,CCSSECME,0.531,,0.000
CCS,,KD,3820015664,30,,,384907037,05/11/2021,05/11/2021,,0,70009381,"PL ML C210/000 1200X900X7,0 NE",102.000,70000318,"PL CC 8235/000 1200X900X0,8 NE",102.000,CCS-PRENSA SERGIANI,CCSPRESG,0.408,,0.000
CNM - Transformaçã,,KD,3820015664,30,,,384907153,05/11/2021,05/11/2021,,0,70000318,"PL CC 8235/000 1200X900X0,8 NE",102.000,70009084,"RL CC 8235/000  900X0,8 NE",123.630,CNM-SHEETER 2,CNMSHT02,0.408,,0.000
CNM - Transformaçã,,KD,3820015664,30,,,384907563,05/11/2021,05/11/2021,,0,70009084,"RL CC 8235/000  900X0,8 NE",123.630,70002835,CL CC 8235 915X1100 NE,0.112,CNM-LAMINADORAS ROLOS,CNMLAMRL,0.258,,0.000
CCS,,KD,3820015664,10,,,384909191,05/11/2021,05/11/2021,,0,70011423,"PL ML C221/000 570X375X7,0 NE",200.000,70009375,"PL ML C221/000 770X568X7,0 NE",100.000,CCS-SECCIONADORA,CCSSECME,0.241,,0.000
GMT,,KD,3820015663,10,"AMORIM SPORTS, LDA",COALMEIDA,384906259,18/10/2021,18/10/2021,25/10/2021,0,41000852,GRAN ADL 1/2 110-130 SE AS052 RAL,8 800.000,41000708,GRAN ADL 1/2 110-130 HU GR RAL,8 800.000,GMT-EMBALAGEM SCS/BB,GMTEMBSB,5.867,PT,0.000
GMT,,KD,3820015662,10,MULTICORK SOLUTIONS,LRIBEIRO,384906257,21/10/2021,21/10/2021,28/10/2021,0,41000706,"GRAN ADT 0,5/1 >150 HU BB004",200.000,41000339,"GRAN ADT 0,5/1 >150 HU GR",200.000,GMT-EMBALAGEM,GMTEMBAL,0.133,DE,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,10,KARL POPP GMBH & CO. KG.,LRIBEIRO,1600109569,10/12/2021,11/12/2021,25/10/2021,202151,70008460,"RL CI 5057/T02 1000X3,0-34M 01",10.000,70006486,"RL CI 5057/000 1000X3,0 NE",357.000,CRM-MEI,CRMRLMEI,1.888,DE,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,10,,,1600109570,10/12/2021,11/12/2021,,0,70006486,"RL CI 5057/000 1000X3,0 NE",357.000,70002289,CL CI 5057 1067X990 NE,1.563,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,1.700,,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,20,KARL POPP GMBH & CO. KG.,LRIBEIRO,1600109571,10/12/2021,11/12/2021,25/10/2021,202151,70024620,"RL CI 5057/T02 1000X4,0-25M KP",2.000,70006988,"RL CI 5057/T02 1000X4,0 NE",50.000,CRM-MEI,CRMRLMEI,0.345,DE,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,20,,,1600109572,10/12/2021,11/12/2021,,0,70006988,"RL CI 5057/T02 1000X4,0 NE",50.000,70002289,CL CI 5057 1067X990 NE,0.310,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,0.302,,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,30,KARL POPP GMBH & CO. KG.,LRIBEIRO,1600109573,10/12/2021,10/12/2021,20/12/2021,202151,70000966,"PL CR 1237/000 1000X1000X1,5 00",20.000,70006277,"PL CR 1237/000 1000X1000X1,5 NE",20.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.013,DE,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,30,,,1600109574,10/12/2021,11/12/2021,,0,70006277,"PL CR 1237/000 1000X1000X1,5 NE",20.000,70000852,BL CR 1237/000 1000X1000X152 NE,0.207,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,0.077,,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,40,KARL POPP GMBH & CO. KG.,LRIBEIRO,1600109575,10/12/2021,10/12/2021,20/12/2021,202151,70000967,"PL CR 1237/000 1000X1000X2,0 02",50.000,70006278,"PL CR 1237/000 1000X1000X2,0 NE",50.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.044,DE,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,40,,,1600109576,10/12/2021,11/12/2021,,0,70006278,"PL CR 1237/000 1000X1000X2,0 NE",50.000,70000852,BL CR 1237/000 1000X1000X152 NE,0.730,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,0.185,,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,50,KARL POPP GMBH & CO. KG.,LRIBEIRO,1600109577,10/12/2021,10/12/2021,20/12/2021,202151,70000968,"PL CR 1237/000 1000X1000X3,0 00",50.000,70006285,"PL CR 1237/000 1000X1000X3,0 NE",50.000,CRM-EMBALAGEM BORRACHA,CRMEMBPL,0.067,DE,0.000
CRM - Transformaçã,ABER,ZRRL,3820015660,50,,,1600109578,10/12/2021,11/12/2021,,0,70006285,"PL CR 1237/000 1000X1000X3,0 NE",50.000,70000852,BL CR 1237/000 1000X1000X152 NE,1.032,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,0.241,,0.000
